ExpenseID|Category|Amount|Date|RelatedProjectID|Description|ApprovedBy|PaymentMethod|ExpenseStatus
645|Travel & Lodging (Project Specific)|58568.0|2024-04-19|1|Travel & Lodging (Project Specific) expense for Project #1|185|Corporate Card|Paid
646|Specialized Equipment Rental|56007.88|2023-06-19|128|Specialized Equipment Rental expense for Project #128|21|ACH|Paid
647|Professional Association Dues|5312.27|2022-03-07|None|Professional Association Dues expense (Overhead)|189|ACH|Paid
648|Subcontractor Fees|37468.82|2022-03-12|800|Subcontractor Fees expense for Project #800|57|Wire Transfer|Paid
649|Subcontractor Fees|87463.72|2022-02-16|450|Subcontractor Fees expense for Project #450|69|Check|Paid
650|Subcontractor Fees|8456.87|2025-01-25|59|Subcontractor Fees expense for Project #59|Pending|Wire Transfer|Paid
651|Specialized Equipment Rental|37064.66|2024-04-30|272|Specialized Equipment Rental expense for Project #272|125|ACH|Paid
652|Advanced Training Programs|8880.28|2022-12-21|None|Advanced Training Programs expense (Overhead)|124|Check|Paid
653|Premium Vehicle Fleet|1394.81|2020-06-05|None|Premium Vehicle Fleet expense (Overhead)|164|Wire Transfer|Paid
654|Subcontractor Fees|113868.61|2024-11-21|64|Subcontractor Fees expense for Project #64|131|Wire Transfer|Paid
655|Programming Services|120654.29|2022-10-30|248|Programming Services expense for Project #248|55|Wire Transfer|Paid
656|Client Entertainment|2051.21|2020-10-21|None|Client Entertainment expense (Overhead)|140|Wire Transfer|Paid
657|Design Services|167828.33|2023-02-23|1124|Design Services expense for Project #1124|16|Check|Paid
658|Design Services|166076.11|2022-03-18|729|Design Services expense for Project #729|55|Check|Paid
659|Permits and Inspections|77562.75|2023-05-12|462|Permits and Inspections expense for Project #462|172|Corporate Card|Paid
660|Permits and Inspections|87648.24|2024-10-14|1163|Permits and Inspections expense for Project #1163|Pending|Wire Transfer|Paid
661|Permits and Inspections|152355.61|2024-07-15|476|Permits and Inspections expense for Project #476|169|Corporate Card|Paid
662|High-End Test Equipment|828.4|2023-05-22|None|High-End Test Equipment expense (Overhead)|185|Check|Paid
663|Design Software Licenses|5119.65|2022-12-24|None|Design Software Licenses expense (Overhead)|185|ACH|Paid
664|Programming Services|35939.49|2023-06-30|109|Programming Services expense for Project #109|75|Wire Transfer|Paid
665|Specialized Equipment Rental|74680.05|2022-03-08|450|Specialized Equipment Rental expense for Project #450|Pending|Wire Transfer|Paid
666|Design Services|94235.01|2023-04-27|445|Design Services expense for Project #445|189|ACH|Paid
667|Specialized Equipment Rental|71217.44|2022-07-12|301|Specialized Equipment Rental expense for Project #301|3|ACH|Paid
668|Luxury Office Lease|5791.79|2023-04-12|None|Luxury Office Lease expense (Overhead)|196|ACH|Paid
669|Marketing & Branding|2697.28|2024-02-23|None|Marketing & Branding expense (Overhead)|147|Check|Paid
670|Design Software Licenses|3000.93|2023-09-06|None|Design Software Licenses expense (Overhead)|133|Wire Transfer|Paid
671|Subcontractor Fees|92640.36|2023-06-17|721|Subcontractor Fees expense for Project #721|141|Check|Paid
672|Advanced Training Programs|3696.24|2025-02-18|None|Advanced Training Programs expense (Overhead)|142|Corporate Card|Paid
673|Premium Materials|87588.0|2022-08-21|469|Premium Materials expense for Project #469|Pending|Corporate Card|Paid
674|Specialized Equipment Rental|77116.88|2024-07-02|396|Specialized Equipment Rental expense for Project #396|58|Check|Paid
675|Premium Vehicle Fleet|2515.05|2022-04-19|None|Premium Vehicle Fleet expense (Overhead)|109|Wire Transfer|Paid
676|Design Services|100851.83|2025-03-17|205|Design Services expense for Project #205|3|ACH|Unpaid
677|Luxury Office Lease|3362.01|2024-05-01|None|Luxury Office Lease expense (Overhead)|131|Wire Transfer|Paid
678|Permits and Inspections|80324.63|2023-05-25|952|Permits and Inspections expense for Project #952|141|Corporate Card|Paid
679|Custom Fabrication|24142.0|2023-03-24|1165|Custom Fabrication expense for Project #1165|69|Check|Paid
680|Custom Fabrication|87101.33|2023-09-09|1123|Custom Fabrication expense for Project #1123|75|Wire Transfer|Paid
681|Premium Materials|52400.13|2024-06-16|968|Premium Materials expense for Project #968|164|Check|Paid
682|Custom Fabrication|202610.34|2024-11-25|514|Custom Fabrication expense for Project #514|56|Corporate Card|Paid
683|Specialized Equipment Rental|122128.07|2025-04-05|36|Specialized Equipment Rental expense for Project #36|Pending|Corporate Card|Unpaid
684|Premium Vehicle Fleet|10893.06|2022-04-30|None|Premium Vehicle Fleet expense (Overhead)|125|Corporate Card|Paid
685|Client Entertainment|1637.2|2021-08-25|None|Client Entertainment expense (Overhead)|Pending|Check|Paid
686|Travel & Lodging (Project Specific)|34969.02|2021-01-31|293|Travel & Lodging (Project Specific) expense for Project #293|Pending|Corporate Card|Paid
687|Specialized Equipment Rental|14795.44|2022-12-12|766|Specialized Equipment Rental expense for Project #766|131|Wire Transfer|Paid
688|Programming Services|103157.38|2021-01-24|257|Programming Services expense for Project #257|Pending|Wire Transfer|Paid
689|Design Services|7556.8|2024-01-05|655|Design Services expense for Project #655|124|ACH|Paid
690|Client Entertainment|8401.65|2024-09-17|None|Client Entertainment expense (Overhead)|116|Corporate Card|Paid
691|Programming Services|88619.87|2024-07-11|635|Programming Services expense for Project #635|58|ACH|Paid
692|Programming Services|52829.99|2022-02-04|214|Programming Services expense for Project #214|131|ACH|Paid
693|Programming Services|99669.68|2024-10-30|21|Programming Services expense for Project #21|147|Check|Paid
694|Permits and Inspections|63552.67|2022-07-08|964|Permits and Inspections expense for Project #964|164|ACH|Paid
695|Permits and Inspections|82408.89|2025-01-27|1066|Permits and Inspections expense for Project #1066|133|Wire Transfer|Paid
696|High-End Test Equipment|1804.91|2021-05-12|None|High-End Test Equipment expense (Overhead)|164|Corporate Card|Paid
697|Subcontractor Fees|97166.82|2024-10-09|586|Subcontractor Fees expense for Project #586|56|Wire Transfer|Paid
698|Custom Fabrication|84656.54|2023-01-14|538|Custom Fabrication expense for Project #538|196|ACH|Paid
699|Design Services|84337.96|2024-07-19|110|Design Services expense for Project #110|131|ACH|Paid
700|Premium Materials|106094.06|2024-11-09|1154|Premium Materials expense for Project #1154|21|Check|Paid
701|Vehicle Maintenance|2815.37|2024-09-07|None|Vehicle Maintenance expense (Overhead)|196|Wire Transfer|Paid
702|Specialized Equipment Rental|111154.83|2024-04-08|989|Specialized Equipment Rental expense for Project #989|58|Check|Paid
703|Design Services|26794.79|2021-05-24|132|Design Services expense for Project #132|124|ACH|Paid
704|Advanced Training Programs|7459.3|2024-02-29|None|Advanced Training Programs expense (Overhead)|106|Corporate Card|Paid
705|Design Software Licenses|2386.75|2021-07-11|None|Design Software Licenses expense (Overhead)|140|ACH|Paid
706|Custom Fabrication|106564.18|2022-02-06|844|Custom Fabrication expense for Project #844|124|ACH|Paid
707|Design Services|12108.78|2022-06-15|19|Design Services expense for Project #19|69|Corporate Card|Paid
708|Advanced Training Programs|6260.87|2023-05-24|None|Advanced Training Programs expense (Overhead)|142|ACH|Paid
709|Subcontractor Fees|114681.17|2023-08-22|607|Subcontractor Fees expense for Project #607|125|Corporate Card|Paid
710|Custom Fabrication|12877.78|2024-08-27|573|Custom Fabrication expense for Project #573|3|Corporate Card|Paid
711|Design Services|160596.71|2024-08-15|8|Design Services expense for Project #8|124|Corporate Card|Paid
712|Premium Materials|53635.77|2021-01-17|574|Premium Materials expense for Project #574|9|Check|Paid
713|Permits and Inspections|89941.22|2025-02-27|422|Permits and Inspections expense for Project #422|109|Wire Transfer|Paid
714|Design Services|36764.84|2024-07-21|404|Design Services expense for Project #404|125|Check|Paid
715|Design Software Licenses|3826.17|2022-11-21|None|Design Software Licenses expense (Overhead)|147|ACH|Paid
716|Custom Fabrication|11874.29|2023-01-12|1011|Custom Fabrication expense for Project #1011|125|Wire Transfer|Paid
717|Permits and Inspections|24830.56|2025-03-16|972|Permits and Inspections expense for Project #972|3|ACH|Unpaid
718|Custom Fabrication|127462.13|2021-12-02|1054|Custom Fabrication expense for Project #1054|54|Corporate Card|Paid
719|Office Supplies|9900.83|2022-03-26|None|Office Supplies expense (Overhead)|147|ACH|Paid
720|Advanced Training Programs|9948.1|2021-10-02|None|Advanced Training Programs expense (Overhead)|147|Check|Paid
721|Travel & Lodging (Project Specific)|94834.02|2023-10-14|355|Travel & Lodging (Project Specific) expense for Project #355|196|Wire Transfer|Paid
722|Specialized Equipment Rental|47607.48|2025-01-04|618|Specialized Equipment Rental expense for Project #618|131|Check|Paid
723|Premium Materials|67418.15|2023-03-12|1000|Premium Materials expense for Project #1000|124|Wire Transfer|Paid
724|Custom Fabrication|131463.98|2022-02-19|494|Custom Fabrication expense for Project #494|131|Corporate Card|Paid
725|Programming Services|167690.53|2022-09-02|852|Programming Services expense for Project #852|Pending|Check|Paid
726|Office Supplies|2399.83|2022-07-05|None|Office Supplies expense (Overhead)|69|Check|Paid
727|Premium Materials|36443.34|2022-04-11|263|Premium Materials expense for Project #263|169|Check|Paid
728|Premium Vehicle Fleet|10558.68|2021-06-19|None|Premium Vehicle Fleet expense (Overhead)|116|Wire Transfer|Paid
729|Custom Fabrication|98150.33|2024-07-06|853|Custom Fabrication expense for Project #853|185|ACH|Paid
730|Utilities|6484.82|2024-10-27|None|Utilities expense (Overhead)|21|Check|Paid
731|Travel & Lodging (Project Specific)|65106.87|2021-03-16|307|Travel & Lodging (Project Specific) expense for Project #307|61|ACH|Paid
732|Subcontractor Fees|83971.2|2022-08-11|540|Subcontractor Fees expense for Project #540|140|Corporate Card|Paid
733|Programming Services|123141.52|2023-04-07|482|Programming Services expense for Project #482|125|Wire Transfer|Paid
734|Custom Fabrication|179596.52|2024-10-12|691|Custom Fabrication expense for Project #691|58|Check|Paid
735|Custom Fabrication|135317.76|2022-10-16|651|Custom Fabrication expense for Project #651|16|Corporate Card|Paid
736|Client Entertainment|3209.91|2021-04-01|None|Client Entertainment expense (Overhead)|141|ACH|Paid
737|Permits and Inspections|100295.41|2024-10-20|344|Permits and Inspections expense for Project #344|196|Corporate Card|Paid
738|Custom Fabrication|39771.74|2023-06-11|121|Custom Fabrication expense for Project #121|55|Wire Transfer|Paid
739|Subcontractor Fees|99771.01|2022-01-17|919|Subcontractor Fees expense for Project #919|172|Wire Transfer|Paid
740|Design Services|116635.76|2025-03-16|15|Design Services expense for Project #15|131|Check|Paid
741|Office Supplies|2815.62|2021-12-05|None|Office Supplies expense (Overhead)|189|Check|Paid
742|Specialized Equipment Rental|126844.38|2025-01-15|1066|Specialized Equipment Rental expense for Project #1066|106|Corporate Card|Paid
743|Travel & Lodging (Project Specific)|128750.76|2022-09-01|342|Travel & Lodging (Project Specific) expense for Project #342|185|Corporate Card|Paid
744|Design Services|67213.92|2024-01-01|169|Design Services expense for Project #169|125|Wire Transfer|Paid
745|Client Entertainment|2325.31|2020-06-13|None|Client Entertainment expense (Overhead)|61|Corporate Card|Paid
746|Permits and Inspections|134344.35|2025-01-24|693|Permits and Inspections expense for Project #693|Pending|Wire Transfer|Paid
747|Marketing & Branding|3377.88|2020-06-06|None|Marketing & Branding expense (Overhead)|189|ACH|Paid
748|Subcontractor Fees|41635.22|2023-09-11|676|Subcontractor Fees expense for Project #676|109|Wire Transfer|Paid
749|Custom Fabrication|103771.56|2025-04-04|812|Custom Fabrication expense for Project #812|147|Corporate Card|Unpaid
750|Specialized Equipment Rental|79082.27|2023-05-11|148|Specialized Equipment Rental expense for Project #148|140|Check|Paid
751|Design Services|21265.23|2021-12-01|507|Design Services expense for Project #507|3|Check|Paid
752|Marketing & Branding|4091.89|2024-08-24|None|Marketing & Branding expense (Overhead)|190|ACH|Paid
753|Travel & Lodging (Project Specific)|96627.7|2024-10-04|451|Travel & Lodging (Project Specific) expense for Project #451|58|ACH|Paid
754|Permits and Inspections|14450.1|2021-04-05|448|Permits and Inspections expense for Project #448|57|Wire Transfer|Paid
755|Specialized Equipment Rental|98706.38|2024-10-10|810|Specialized Equipment Rental expense for Project #810|109|Check|Paid
756|Premium Materials|78179.44|2023-07-07|860|Premium Materials expense for Project #860|Pending|Check|Paid
757|Subcontractor Fees|153864.7|2024-09-16|53|Subcontractor Fees expense for Project #53|58|Corporate Card|Paid
758|Office Supplies|2218.49|2024-10-11|None|Office Supplies expense (Overhead)|147|Check|Paid
759|Permits and Inspections|107458.4|2024-03-15|374|Permits and Inspections expense for Project #374|9|Wire Transfer|Paid
760|Marketing & Branding|10543.7|2021-08-11|None|Marketing & Branding expense (Overhead)|169|Check|Paid
761|Subcontractor Fees|58112.6|2024-04-10|608|Subcontractor Fees expense for Project #608|56|Check|Paid
762|Custom Fabrication|40281.12|2021-04-24|251|Custom Fabrication expense for Project #251|131|Wire Transfer|Paid
763|Client Entertainment|8428.14|2022-03-18|None|Client Entertainment expense (Overhead)|116|Corporate Card|Paid
764|Programming Services|160860.18|2024-10-14|42|Programming Services expense for Project #42|131|Wire Transfer|Paid
765|Permits and Inspections|84898.1|2022-08-31|130|Permits and Inspections expense for Project #130|109|ACH|Paid
766|Specialized Equipment Rental|91262.38|2022-01-20|727|Specialized Equipment Rental expense for Project #727|61|Wire Transfer|Paid
767|High-End Test Equipment|7265.61|2024-03-08|None|High-End Test Equipment expense (Overhead)|131|Corporate Card|Paid
768|Vehicle Maintenance|8775.66|2022-10-12|None|Vehicle Maintenance expense (Overhead)|196|Corporate Card|Paid
769|Programming Services|38241.64|2023-04-18|677|Programming Services expense for Project #677|125|ACH|Paid
770|Travel & Lodging (Project Specific)|124977.54|2024-02-19|523|Travel & Lodging (Project Specific) expense for Project #523|Pending|Check|Paid
771|Custom Fabrication|33250.78|2023-06-13|421|Custom Fabrication expense for Project #421|21|Corporate Card|Paid
772|Utilities|10265.97|2021-07-19|None|Utilities expense (Overhead)|56|Corporate Card|Paid
773|Client Entertainment|8437.26|2020-02-13|None|Client Entertainment expense (Overhead)|169|Check|Paid
774|Premium Materials|64569.81|2022-02-16|214|Premium Materials expense for Project #214|109|ACH|Paid
775|Professional Association Dues|6817.73|2021-10-14|None|Professional Association Dues expense (Overhead)|3|ACH|Paid
776|Client Entertainment|7752.43|2022-12-28|None|Client Entertainment expense (Overhead)|109|Check|Paid
777|Client Entertainment|5411.59|2021-07-09|None|Client Entertainment expense (Overhead)|125|Check|Paid
778|Subcontractor Fees|136648.07|2022-09-26|592|Subcontractor Fees expense for Project #592|196|Wire Transfer|Paid
779|Premium Insurance|4354.82|2021-12-28|None|Premium Insurance expense (Overhead)|141|Wire Transfer|Paid
780|Advanced Training Programs|3195.34|2020-10-01|None|Advanced Training Programs expense (Overhead)|124|Wire Transfer|Paid
781|Premium Materials|67890.99|2025-03-25|1064|Premium Materials expense for Project #1064|142|ACH|Paid
782|Office Supplies|7599.64|2024-05-18|None|Office Supplies expense (Overhead)|141|ACH|Paid
783|Permits and Inspections|180774.71|2024-08-27|728|Permits and Inspections expense for Project #728|142|ACH|Paid
784|Specialized Equipment Rental|107271.95|2024-11-17|228|Specialized Equipment Rental expense for Project #228|9|Check|Paid
785|Specialized Equipment Rental|56142.88|2021-05-28|509|Specialized Equipment Rental expense for Project #509|109|Wire Transfer|Paid
786|Travel & Lodging (Project Specific)|100123.11|2025-03-11|1132|Travel & Lodging (Project Specific) expense for Project #1132|189|ACH|Unpaid
787|Specialized Equipment Rental|110985.01|2023-07-21|1093|Specialized Equipment Rental expense for Project #1093|58|Corporate Card|Paid
788|Travel & Lodging (Project Specific)|35277.2|2024-07-11|850|Travel & Lodging (Project Specific) expense for Project #850|196|Wire Transfer|Paid
789|Design Services|62730.0|2023-07-13|281|Design Services expense for Project #281|196|Corporate Card|Paid
790|Advanced Training Programs|10163.23|2022-11-27|None|Advanced Training Programs expense (Overhead)|109|Wire Transfer|Paid
791|Utilities|119.44|2024-04-22|None|Utilities expense (Overhead)|109|Check|Paid
792|Office Supplies|4384.84|2023-10-17|None|Office Supplies expense (Overhead)|124|Corporate Card|Paid
793|Permits and Inspections|16064.03|2023-12-16|416|Permits and Inspections expense for Project #416|190|Wire Transfer|Paid
794|Design Software Licenses|7474.03|2020-06-08|None|Design Software Licenses expense (Overhead)|106|Corporate Card|Paid
795|Custom Fabrication|84138.77|2021-07-02|1149|Custom Fabrication expense for Project #1149|169|Wire Transfer|Paid
796|Specialized Equipment Rental|44033.48|2021-04-28|82|Specialized Equipment Rental expense for Project #82|147|Wire Transfer|Paid
797|Travel & Lodging (Project Specific)|117802.88|2024-12-03|688|Travel & Lodging (Project Specific) expense for Project #688|189|Wire Transfer|Paid
798|Permits and Inspections|39522.71|2025-03-28|241|Permits and Inspections expense for Project #241|196|Wire Transfer|Paid
799|Design Services|66169.01|2024-07-17|204|Design Services expense for Project #204|190|ACH|Paid
800|Specialized Equipment Rental|69911.94|2025-02-24|958|Specialized Equipment Rental expense for Project #958|56|Wire Transfer|Paid
801|Design Services|143016.75|2022-12-15|252|Design Services expense for Project #252|141|Check|Paid
802|Luxury Office Lease|7966.1|2023-01-11|None|Luxury Office Lease expense (Overhead)|58|Corporate Card|Paid
803|Premium Materials|34768.38|2024-08-06|880|Premium Materials expense for Project #880|185|Wire Transfer|Paid
804|Professional Association Dues|6663.27|2022-08-09|None|Professional Association Dues expense (Overhead)|58|ACH|Paid
805|Fuel|10453.45|2022-03-16|None|Fuel expense (Overhead)|Pending|Corporate Card|Paid
806|Permits and Inspections|59707.19|2021-07-08|548|Permits and Inspections expense for Project #548|125|Corporate Card|Paid
807|Permits and Inspections|43228.85|2025-01-17|647|Permits and Inspections expense for Project #647|55|Corporate Card|Paid
808|Subcontractor Fees|6841.94|2023-10-05|1044|Subcontractor Fees expense for Project #1044|147|Check|Paid
809|Advanced Training Programs|4278.02|2024-05-24|None|Advanced Training Programs expense (Overhead)|164|Check|Paid
810|Programming Services|67917.19|2025-03-18|958|Programming Services expense for Project #958|164|ACH|Paid
811|Premium Insurance|9840.33|2024-03-31|None|Premium Insurance expense (Overhead)|169|Corporate Card|Paid
812|Premium Materials|7901.83|2023-07-25|684|Premium Materials expense for Project #684|169|Wire Transfer|Paid
813|Travel & Lodging (Project Specific)|32431.47|2024-09-08|209|Travel & Lodging (Project Specific) expense for Project #209|141|Check|Paid
814|Office Supplies|6276.02|2024-12-18|None|Office Supplies expense (Overhead)|Pending|Corporate Card|Paid
815|Travel & Lodging (Project Specific)|46245.67|2023-04-15|328|Travel & Lodging (Project Specific) expense for Project #328|Pending|Wire Transfer|Paid
816|Programming Services|88192.21|2022-03-20|250|Programming Services expense for Project #250|54|Corporate Card|Paid
817|Advanced Training Programs|4690.98|2022-11-12|None|Advanced Training Programs expense (Overhead)|147|Check|Paid
818|Luxury Office Lease|3960.02|2021-02-11|None|Luxury Office Lease expense (Overhead)|169|Corporate Card|Paid
819|Permits and Inspections|14617.38|2022-09-01|851|Permits and Inspections expense for Project #851|3|Corporate Card|Paid
820|Vehicle Maintenance|8133.1|2023-09-03|None|Vehicle Maintenance expense (Overhead)|140|Corporate Card|Paid
821|Programming Services|117096.18|2021-03-24|696|Programming Services expense for Project #696|61|Corporate Card|Paid
822|Advanced Training Programs|9441.77|2021-04-28|None|Advanced Training Programs expense (Overhead)|56|Wire Transfer|Paid
823|Travel & Lodging (Project Specific)|129612.39|2024-06-07|713|Travel & Lodging (Project Specific) expense for Project #713|54|Corporate Card|Paid
824|Design Services|135057.91|2025-02-06|183|Design Services expense for Project #183|124|Check|Paid
825|Travel & Lodging (Project Specific)|78479.83|2025-02-10|950|Travel & Lodging (Project Specific) expense for Project #950|21|ACH|Paid
826|Travel & Lodging (Project Specific)|183416.08|2022-12-01|719|Travel & Lodging (Project Specific) expense for Project #719|142|Wire Transfer|Paid
827|Programming Services|46494.86|2024-03-19|372|Programming Services expense for Project #372|124|Wire Transfer|Paid
828|Permits and Inspections|80634.34|2024-02-13|400|Permits and Inspections expense for Project #400|164|ACH|Paid
829|Premium Materials|146827.87|2023-02-05|389|Premium Materials expense for Project #389|172|Wire Transfer|Paid
830|Subcontractor Fees|50437.16|2024-08-01|622|Subcontractor Fees expense for Project #622|21|Corporate Card|Paid
831|Premium Materials|21121.77|2024-02-23|115|Premium Materials expense for Project #115|109|Wire Transfer|Paid
832|Specialized Equipment Rental|19828.29|2025-04-08|435|Specialized Equipment Rental expense for Project #435|9|Check|Paid
833|Design Services|143136.26|2021-04-30|696|Design Services expense for Project #696|141|Corporate Card|Paid
834|Premium Materials|43330.53|2025-01-20|1065|Premium Materials expense for Project #1065|189|Wire Transfer|Paid
835|Subcontractor Fees|16246.27|2023-12-31|59|Subcontractor Fees expense for Project #59|116|ACH|Paid
836|Design Services|24717.46|2025-03-31|159|Design Services expense for Project #159|116|Wire Transfer|Unpaid
837|Custom Fabrication|147178.0|2024-08-21|236|Custom Fabrication expense for Project #236|185|ACH|Paid
838|Premium Materials|51204.55|2024-04-20|177|Premium Materials expense for Project #177|21|ACH|Paid
839|High-End Test Equipment|2369.74|2023-03-03|None|High-End Test Equipment expense (Overhead)|189|Check|Paid
840|Premium Materials|192209.32|2024-02-22|76|Premium Materials expense for Project #76|61|Check|Paid
841|Premium Materials|136464.27|2024-10-10|1048|Premium Materials expense for Project #1048|21|Check|Paid
842|Design Software Licenses|9518.22|2020-06-15|None|Design Software Licenses expense (Overhead)|131|ACH|Paid
843|Advanced Training Programs|746.39|2021-03-12|None|Advanced Training Programs expense (Overhead)|164|ACH|Paid
844|Subcontractor Fees|67981.06|2025-03-23|148|Subcontractor Fees expense for Project #148|61|Corporate Card|Paid
845|Travel & Lodging (Project Specific)|103675.33|2021-12-05|303|Travel & Lodging (Project Specific) expense for Project #303|172|Check|Paid
846|Premium Materials|73782.65|2023-12-02|811|Premium Materials expense for Project #811|185|Wire Transfer|Paid
847|Advanced Training Programs|10253.34|2023-07-17|None|Advanced Training Programs expense (Overhead)|55|Check|Paid
848|Utilities|6468.96|2024-11-04|None|Utilities expense (Overhead)|Pending|Wire Transfer|Paid
849|Permits and Inspections|199111.53|2023-12-22|996|Permits and Inspections expense for Project #996|54|Corporate Card|Paid
850|Marketing & Branding|2174.35|2023-04-16|None|Marketing & Branding expense (Overhead)|75|Check|Paid
851|Specialized Equipment Rental|89546.69|2022-09-08|613|Specialized Equipment Rental expense for Project #613|57|Wire Transfer|Paid
852|Design Software Licenses|1087.06|2022-07-04|None|Design Software Licenses expense (Overhead)|189|Corporate Card|Paid
853|Permits and Inspections|41212.96|2023-03-27|1015|Permits and Inspections expense for Project #1015|131|Corporate Card|Paid
854|Design Software Licenses|2687.54|2020-05-21|None|Design Software Licenses expense (Overhead)|196|Corporate Card|Paid
855|Travel & Lodging (Project Specific)|107983.91|2024-04-16|349|Travel & Lodging (Project Specific) expense for Project #349|58|Check|Paid
856|Custom Fabrication|17940.29|2024-07-28|623|Custom Fabrication expense for Project #623|147|Wire Transfer|Paid
857|Trade Show Exhibitions|3186.32|2020-10-11|None|Trade Show Exhibitions expense (Overhead)|164|Corporate Card|Paid
858|Premium Materials|44053.26|2025-03-22|1063|Premium Materials expense for Project #1063|3|Corporate Card|Unpaid
859|Design Services|33272.67|2023-11-25|179|Design Services expense for Project #179|164|Wire Transfer|Paid
860|Design Services|64742.38|2025-01-07|647|Design Services expense for Project #647|141|Corporate Card|Paid
861|Fuel|1261.19|2021-11-24|None|Fuel expense (Overhead)|106|ACH|Paid
862|Premium Insurance|4114.53|2023-07-19|None|Premium Insurance expense (Overhead)|58|Check|Paid
863|Premium Materials|53954.49|2023-08-04|169|Premium Materials expense for Project #169|75|Check|Paid
864|Trade Show Exhibitions|5012.39|2023-05-10|None|Trade Show Exhibitions expense (Overhead)|69|ACH|Paid
865|Permits and Inspections|203459.22|2023-11-23|695|Permits and Inspections expense for Project #695|61|Corporate Card|Paid
866|Travel & Lodging (Project Specific)|89871.85|2024-03-06|297|Travel & Lodging (Project Specific) expense for Project #297|142|Corporate Card|Paid
867|Subcontractor Fees|179174.5|2022-03-02|729|Subcontractor Fees expense for Project #729|142|Check|Paid
868|Subcontractor Fees|86224.93|2024-01-13|653|Subcontractor Fees expense for Project #653|140|Wire Transfer|Paid
869|Travel & Lodging (Project Specific)|29968.23|2022-03-15|357|Travel & Lodging (Project Specific) expense for Project #357|9|ACH|Paid
870|Design Services|111060.85|2021-02-20|257|Design Services expense for Project #257|56|ACH|Paid
871|Custom Fabrication|53490.15|2024-12-06|394|Custom Fabrication expense for Project #394|106|Corporate Card|Paid
872|Programming Services|52060.59|2021-07-20|1036|Programming Services expense for Project #1036|124|Wire Transfer|Paid
873|Subcontractor Fees|150582.95|2022-03-14|300|Subcontractor Fees expense for Project #300|125|Wire Transfer|Paid
874|Fuel|4677.11|2020-04-19|None|Fuel expense (Overhead)|54|ACH|Paid
875|Premium Materials|69200.89|2022-03-15|1056|Premium Materials expense for Project #1056|58|Corporate Card|Paid
876|Premium Materials|87667.68|2023-07-08|992|Premium Materials expense for Project #992|133|Corporate Card|Paid
877|Subcontractor Fees|78204.87|2025-04-02|17|Subcontractor Fees expense for Project #17|61|Wire Transfer|Unpaid
878|Premium Materials|5715.72|2024-05-01|425|Premium Materials expense for Project #425|172|ACH|Paid
879|Premium Materials|50207.86|2022-10-27|1104|Premium Materials expense for Project #1104|196|Check|Paid
880|Design Services|40945.09|2021-08-28|508|Design Services expense for Project #508|69|ACH|Paid
881|Custom Fabrication|18797.11|2023-12-28|270|Custom Fabrication expense for Project #270|133|Corporate Card|Paid
882|Subcontractor Fees|80592.66|2024-10-30|1142|Subcontractor Fees expense for Project #1142|141|ACH|Paid
883|Office Supplies|1394.62|2021-01-13|None|Office Supplies expense (Overhead)|169|Check|Paid
884|Travel & Lodging (Project Specific)|42400.12|2023-02-05|1165|Travel & Lodging (Project Specific) expense for Project #1165|125|Wire Transfer|Paid
885|Travel & Lodging (Project Specific)|26270.32|2023-11-21|559|Travel & Lodging (Project Specific) expense for Project #559|Pending|Corporate Card|Paid
886|Advanced Training Programs|5838.47|2021-02-21|None|Advanced Training Programs expense (Overhead)|16|ACH|Paid
887|Travel & Lodging (Project Specific)|100032.53|2024-04-21|615|Travel & Lodging (Project Specific) expense for Project #615|21|Wire Transfer|Paid
888|Fuel|2657.74|2024-04-26|None|Fuel expense (Overhead)|147|Wire Transfer|Paid
889|Vehicle Maintenance|9452.41|2022-10-17|None|Vehicle Maintenance expense (Overhead)|116|Check|Paid
890|Design Software Licenses|10244.67|2020-04-03|None|Design Software Licenses expense (Overhead)|57|Check|Paid
891|Permits and Inspections|161961.28|2024-11-03|21|Permits and Inspections expense for Project #21|131|Check|Paid
892|Travel & Lodging (Project Specific)|155035.24|2024-10-06|21|Travel & Lodging (Project Specific) expense for Project #21|196|Check|Paid
893|Design Software Licenses|7916.39|2020-01-31|None|Design Software Licenses expense (Overhead)|3|ACH|Paid
894|Permits and Inspections|47437.02|2024-03-30|653|Permits and Inspections expense for Project #653|147|Wire Transfer|Paid
895|Premium Insurance|9580.24|2024-08-19|None|Premium Insurance expense (Overhead)|172|Corporate Card|Paid
896|Professional Association Dues|7543.56|2022-01-10|None|Professional Association Dues expense (Overhead)|58|Wire Transfer|Paid
897|Trade Show Exhibitions|2947.87|2023-04-10|None|Trade Show Exhibitions expense (Overhead)|69|ACH|Paid
898|Subcontractor Fees|54755.41|2024-03-23|1193|Subcontractor Fees expense for Project #1193|56|ACH|Paid
899|Luxury Office Lease|4913.76|2025-02-12|None|Luxury Office Lease expense (Overhead)|147|Check|Paid
900|Premium Materials|84056.07|2022-11-29|367|Premium Materials expense for Project #367|140|Wire Transfer|Paid
901|Travel & Lodging (Project Specific)|51518.77|2022-01-08|999|Travel & Lodging (Project Specific) expense for Project #999|131|ACH|Paid
902|Advanced Training Programs|3205.26|2025-03-03|None|Advanced Training Programs expense (Overhead)|124|Check|Paid
903|Programming Services|11137.21|2024-06-10|766|Programming Services expense for Project #766|54|Wire Transfer|Paid
