InvoiceID|ProjectID|CustomerID|RelatedServiceID|InvoiceDate|DueDate|Amount|Status|PaymentDate|PaymentMethod
326|21|73|None|2024-10-23|2024-11-07|354936.35|Paid|2024-11-21|ACH Transfer
327|185|83|None|2021-06-17|2021-07-17|176685.87|Overdue|N/A|N/A
328|592|250|None|2022-10-16|2022-10-31|181568.36|Paid|2022-11-13|Wire
329|595|514|None|2022-04-01|2022-04-16|80881.37|Paid|2022-05-01|Wire
330|69|548|None|2024-02-21|2024-03-22|79785.85|Paid|2024-02-22|Check
331|210|129|None|2023-10-31|2023-12-15|111687.3|Overdue|N/A|N/A
332|750|140|None|2024-05-13|2024-05-28|490826.48|Paid|2024-05-15|Wire
333|314|721|None|2024-08-29|2024-10-13|464811.35|Overdue|N/A|N/A
334|620|697|None|2024-02-13|2024-02-28|398386.33|Paid|2024-03-11|Credit Card
335|1140|718|None|2022-05-29|2022-07-13|122210.69|Paid|2022-06-01|Check
336|801|700|None|2023-10-09|2023-10-24|366387.3|Paid|2023-10-18|Wire
337|870|203|None|2024-06-04|2024-06-19|263849.41|Paid|2024-06-05|Check
338|675|351|None|2022-10-18|2022-11-02|57028.66|Paid|2022-11-10|ACH Transfer
339|96|146|None|2024-09-15|2024-10-15|75852.72|Paid|2024-10-28|Credit Card
340|1151|678|None|2023-03-06|2023-03-21|457252.58|Paid|2023-03-19|Check
341|920|95|None|2024-07-18|2024-08-17|181426.56|Paid|2024-08-29|Check
342|857|698|None|2025-02-27|2025-04-13|471916.52|Paid|2025-04-09|Credit Card
343|291|142|None|2023-09-14|2023-10-14|100981.63|Overdue|N/A|N/A
344|333|57|None|2022-07-20|2022-08-04|29611.4|Paid|2022-07-27|ACH Transfer
345|689|242|None|2023-01-30|2023-03-01|388708.05|Overdue|N/A|N/A
346|509|768|None|2021-07-22|2021-08-06|170115.65|Paid|2021-08-06|ACH Transfer
347|976|664|None|2024-01-22|2024-03-07|56718.93|Paid|2024-02-12|Credit Card
348|111|254|None|2022-10-06|2022-11-20|122595.34|Overdue|N/A|N/A
349|1150|700|None|2022-10-23|2022-11-22|332146.51|Paid|2022-11-23|Check
350|998|178|None|2024-06-04|2024-06-19|191341.88|Paid|2024-06-29|Check
351|1156|300|None|2021-11-18|2021-12-18|107540.79|Paid|2021-12-27|ACH Transfer
352|688|88|None|2025-04-17|2025-06-01|325026.95|Upcoming|N/A|N/A
353|262|395|None|2021-04-09|2021-05-09|259197.46|Overdue|N/A|N/A
354|303|749|None|2022-01-23|2022-03-09|138909.66|Paid|2022-02-26|Check
355|247|346|None|2023-06-03|2023-06-18|20927.57|Paid|2023-07-03|Check
356|633|14|None|2021-10-15|2021-11-14|149275.56|Overdue|N/A|N/A
357|574|800|None|2021-03-09|2021-04-23|84054.03|Paid|2021-04-27|Wire
358|878|463|None|2023-08-02|2023-09-01|60187.43|Paid|2023-09-14|Wire
359|89|222|None|2023-03-25|2023-04-24|62524.58|Paid|2023-05-01|Credit Card
360|303|749|None|2022-01-20|2022-02-04|108167.7|Paid|2022-02-16|Credit Card
361|272|336|None|2024-07-19|2024-08-03|61205.99|Overdue|N/A|N/A
362|689|242|None|2023-02-07|2023-03-09|184553.47|Paid|2023-02-27|Credit Card
363|278|776|None|2023-12-23|2024-01-22|227522.89|Overdue|N/A|N/A
364|213|62|None|2023-12-17|2024-01-31|31743.44|Paid|2024-01-03|ACH Transfer
365|324|345|None|2025-03-22|2025-04-21|116256.95|Paid|2025-04-09|Credit Card
366|1140|718|None|2022-05-31|2022-06-15|154183.85|Overdue|N/A|N/A
367|97|197|None|2023-07-29|2023-09-12|63911.43|Paid|2023-09-12|Credit Card
368|790|39|None|2023-09-24|2023-10-09|28453.67|Overdue|N/A|N/A
369|613|392|None|2022-08-23|2022-09-07|106027.51|Paid|2022-09-18|Credit Card
370|822|694|None|2024-11-09|2024-12-09|94886.13|Paid|2024-12-20|Wire
371|1014|128|None|2024-08-11|2024-09-25|161921.16|Paid|2024-09-06|ACH Transfer
372|878|463|None|2023-08-12|2023-09-11|135692.88|Overdue|N/A|N/A
373|1006|205|None|2023-06-04|2023-06-19|146764.2|Paid|2023-07-03|Credit Card
374|1182|424|None|2023-10-03|2023-11-17|16617.76|Paid|2023-10-12|Credit Card
375|211|27|None|2024-07-16|2024-07-31|42376.08|Paid|2024-08-12|Credit Card
376|1112|610|None|2023-06-05|2023-07-05|19191.38|Paid|2023-07-11|Credit Card
377|147|500|None|2021-09-08|2021-10-23|250423.18|Paid|2021-10-22|Check
378|247|346|None|2023-06-03|2023-07-03|13810.06|Paid|2023-06-18|Check
379|144|588|None|2021-06-09|2021-07-24|55300.37|Paid|2021-06-24|Credit Card
380|396|356|None|2024-08-24|2024-09-23|94244.78|Overdue|N/A|N/A
381|922|55|None|2022-07-16|2022-08-15|43422.56|Paid|2022-08-12|Credit Card
382|1036|632|None|2021-06-29|2021-07-14|68622.55|Paid|2021-07-03|ACH Transfer
383|1098|772|None|2024-09-16|2024-10-31|155455.57|Paid|2024-11-14|Wire
384|1028|255|None|2021-11-08|2021-11-23|159501.54|Paid|2021-11-20|Wire
385|408|181|None|2021-09-14|2021-10-29|155009.14|Overdue|N/A|N/A
386|509|768|None|2021-07-23|2021-08-07|96436.46|Paid|2021-08-01|Check
387|462|21|None|2023-07-27|2023-08-26|109018.61|Paid|2023-08-07|Wire
388|511|63|None|2024-01-14|2024-02-28|83799.76|Paid|2024-01-17|Check
389|407|707|None|2023-03-09|2023-04-08|46739.7|Overdue|N/A|N/A
390|1178|754|None|2024-01-14|2024-02-13|210126.36|Paid|2024-01-18|Wire
391|852|446|None|2023-01-14|2023-02-13|207636.95|Overdue|N/A|N/A
392|833|765|None|2022-01-03|2022-02-17|17132.55|Paid|2022-02-02|Wire
393|175|711|None|2024-11-15|2024-11-30|18698.92|Paid|2024-12-09|Credit Card
394|1000|293|None|2023-04-22|2023-05-07|85298.93|Overdue|N/A|N/A
395|160|609|None|2024-02-12|2024-03-13|34939.94|Paid|2024-02-17|Check
396|69|548|None|2024-02-27|2024-03-28|64588.18|Overdue|N/A|N/A
397|13|142|None|2024-06-10|2024-07-10|140812.61|Overdue|N/A|N/A
398|681|683|None|2022-12-10|2022-12-25|142859.32|Paid|2023-01-01|Wire
399|829|629|None|2024-01-25|2024-03-10|152710.74|Paid|2024-02-20|Check
400|179|635|None|2024-06-04|2024-07-04|100270.67|Paid|2024-06-06|ACH Transfer
401|822|694|None|2024-11-15|2024-12-30|33496.15|Overdue|N/A|N/A
402|717|419|None|2021-12-06|2021-12-21|73724.9|Paid|2021-12-14|Wire
403|838|103|None|2024-09-04|2024-10-19|38053.28|Overdue|N/A|N/A
404|748|254|None|2022-07-02|2022-08-01|276036.46|Overdue|N/A|N/A
405|896|190|None|2022-09-24|2022-11-08|421939.03|Paid|2022-10-26|Wire
406|1082|405|None|2021-08-31|2021-10-15|28128.07|Paid|2021-09-09|Check
407|807|177|None|2025-05-09|2025-06-08|6527.32|Upcoming|N/A|N/A
408|238|199|None|2021-06-10|2021-06-25|64293.4|Paid|2021-06-19|Check
409|1013|774|None|2025-02-22|2025-03-09|167365.3|Paid|2025-02-26|ACH Transfer
410|450|660|None|2022-03-27|2022-04-26|146920.59|Paid|2022-04-02|Check
411|230|364|None|2024-10-22|2024-11-21|352249.17|Paid|2024-10-28|ACH Transfer
412|26|343|None|2024-06-13|2024-06-28|57850.88|Paid|2024-06-30|Wire
413|469|714|None|2022-11-01|2022-11-16|86339.59|Overdue|N/A|N/A
414|1056|63|None|2022-06-16|2022-07-16|184370.87|Paid|2022-07-23|Wire
415|324|345|None|2025-03-21|2025-05-05|178611.57|Outstanding|N/A|N/A
416|287|738|None|2023-01-15|2023-01-30|115603.88|Overdue|N/A|N/A
417|1106|298|None|2022-06-03|2022-07-03|107307.51|Paid|2022-06-11|Check
418|291|142|None|2023-09-06|2023-09-21|49733.75|Paid|2023-09-11|ACH Transfer
419|114|120|None|2023-08-23|2023-09-22|42106.37|Overdue|N/A|N/A
420|1175|428|None|2024-12-10|2024-12-25|119373.82|Overdue|N/A|N/A
421|104|1|None|2023-12-27|2024-01-26|238489.77|Overdue|N/A|N/A
422|1070|189|None|2023-06-23|2023-07-08|145557.91|Paid|2023-07-03|Credit Card
423|952|592|None|2023-07-24|2023-09-07|392425.4|Overdue|N/A|N/A
424|164|351|None|2021-07-14|2021-08-13|432389.99|Paid|2021-08-08|Credit Card
425|712|659|None|2024-05-17|2024-06-01|90890.59|Overdue|N/A|N/A
426|420|124|None|2023-02-18|2023-03-20|111093.98|Overdue|N/A|N/A
427|879|274|None|2021-07-13|2021-07-28|68264.19|Paid|2021-07-18|Check
428|1172|202|None|2025-05-09|2025-05-24|113365.53|Upcoming|N/A|N/A
429|313|15|None|2023-04-02|2023-05-02|319639.87|Paid|2023-05-14|Credit Card
430|61|166|None|2024-04-18|2024-05-18|147407.91|Paid|2024-05-24|ACH Transfer
431|349|295|None|2024-06-13|2024-07-28|234603.14|Paid|2024-06-20|Credit Card
432|1030|263|None|2023-01-03|2023-02-17|123689.18|Overdue|N/A|N/A
433|357|203|None|2022-08-17|2022-10-01|74710.81|Paid|2022-09-05|ACH Transfer
434|138|449|None|2023-07-06|2023-08-20|184075.97|Paid|2023-08-24|Credit Card
435|1027|227|None|2023-02-17|2023-03-19|222098.91|Overdue|N/A|N/A
436|448|118|None|2021-06-27|2021-08-11|21650.12|Paid|2021-07-13|Credit Card
437|998|178|None|2024-06-17|2024-07-17|122935.79|Overdue|N/A|N/A
438|904|347|None|2024-04-10|2024-05-10|291106.38|Paid|2024-05-06|ACH Transfer
439|1131|629|None|2023-10-20|2023-11-19|60997.18|Overdue|N/A|N/A
440|759|454|None|2022-08-02|2022-09-01|305783.32|Paid|2022-08-07|Credit Card
441|1018|725|None|2022-10-29|2022-12-13|27708.2|Paid|2022-11-25|Check
442|686|180|None|2023-01-08|2023-02-07|197605.39|Paid|2023-01-25|Wire
443|966|745|None|2022-08-29|2022-09-13|115406.81|Paid|2022-09-05|Check
444|1006|205|None|2023-06-03|2023-07-18|110872.08|Overdue|N/A|N/A
445|117|573|None|2021-09-17|2021-10-17|26962.47|Overdue|N/A|N/A
446|69|548|None|2024-02-21|2024-03-22|94220.82|Paid|2024-03-24|ACH Transfer
447|780|708|None|2024-06-20|2024-08-04|504947.66|Paid|2024-06-21|Credit Card
448|576|787|None|2025-04-25|2025-06-09|55203.33|Upcoming|N/A|N/A
449|448|118|None|2021-06-26|2021-07-26|37461.12|Overdue|N/A|N/A
450|695|66|None|2024-02-05|2024-03-06|125733.98|Paid|2024-02-28|Credit Card
451|576|787|None|2025-04-25|2025-05-25|22458.95|Upcoming|N/A|N/A
452|922|55|None|2022-07-20|2022-08-19|40252.31|Overdue|N/A|N/A
453|134|189|None|2021-10-17|2021-12-01|88221.56|Overdue|N/A|N/A
454|160|609|None|2024-02-13|2024-02-28|53844.28|Paid|2024-02-23|Wire
455|214|799|None|2022-02-23|2022-03-25|86561.92|Paid|2022-03-05|Credit Card
456|862|734|None|2024-02-16|2024-03-17|145588.77|Paid|2024-03-08|Check
457|752|420|None|2022-07-01|2022-07-16|144866.6|Paid|2022-07-05|Wire
458|54|377|None|2023-08-21|2023-09-20|209106.14|Paid|2023-09-12|Check
459|1138|756|None|2025-01-15|2025-02-14|95586.73|Overdue|N/A|N/A
460|635|309|None|2024-08-20|2024-10-04|126817.21|Paid|2024-08-23|Check
461|1086|10|None|2022-12-24|2023-02-07|87376.01|Paid|2023-01-13|Wire
462|865|302|None|2025-02-12|2025-03-29|24539.92|Overdue|N/A|N/A
463|754|550|None|2021-07-01|2021-07-31|21874.48|Paid|2021-07-22|ACH Transfer
464|848|263|None|2021-05-23|2021-06-22|159073.27|Paid|2021-06-19|Check
465|355|47|None|2024-01-23|2024-02-22|249147.13|Paid|2024-03-08|Wire
466|608|697|None|2024-08-04|2024-09-18|97418.59|Paid|2024-09-02|Wire
467|378|420|None|2024-09-21|2024-11-05|34673.35|Paid|2024-09-23|Check
468|25|6|None|2023-12-06|2024-01-05|22446.31|Overdue|N/A|N/A
469|257|310|None|2021-05-02|2021-06-16|181152.18|Paid|2021-05-26|Credit Card
470|400|246|None|2024-03-01|2024-03-16|219708.6|Paid|2024-03-16|ACH Transfer
471|822|694|None|2024-11-16|2024-12-31|43625.16|Paid|2024-12-16|Credit Card
472|210|129|None|2023-11-05|2023-12-05|377012.94|Overdue|N/A|N/A
473|407|707|None|2023-03-02|2023-04-01|40281.01|Paid|2023-03-28|Credit Card
474|827|473|None|2021-07-05|2021-08-19|316621.74|Paid|2021-07-15|Wire
475|1086|10|None|2022-12-17|2023-01-31|71793.0|Paid|2023-01-27|ACH Transfer
476|1057|5|None|2022-10-08|2022-10-23|129750.33|Paid|2022-10-21|Check
477|654|205|None|2021-10-28|2021-12-12|72989.64|Paid|2021-11-29|Wire
478|419|188|None|2023-05-19|2023-06-18|96387.45|Overdue|N/A|N/A
479|669|191|None|2021-08-08|2021-09-22|11215.97|Paid|2021-08-19|ACH Transfer
480|955|85|None|2023-01-31|2023-03-17|53294.11|Overdue|N/A|N/A
481|276|644|None|2021-10-26|2021-11-25|48514.8|Paid|2021-11-11|Wire
482|351|247|None|2021-12-07|2022-01-21|64087.04|Paid|2022-01-13|Credit Card
483|164|351|None|2021-07-20|2021-09-03|159591.25|Paid|2021-08-02|ACH Transfer
484|21|73|None|2024-10-30|2024-12-14|351427.74|Paid|2024-11-25|Credit Card
485|976|664|None|2024-01-15|2024-02-29|33014.6|Paid|2024-01-22|Wire
486|635|309|None|2024-08-17|2024-10-01|155671.47|Paid|2024-09-26|Credit Card
487|938|71|None|2021-10-29|2021-11-13|114013.5|Paid|2021-11-09|Wire
488|1098|772|None|2024-09-12|2024-10-12|147870.74|Paid|2024-10-24|ACH Transfer
489|1017|419|None|2022-10-04|2022-11-18|24192.29|Paid|2022-10-18|Wire
490|146|248|None|2023-05-20|2023-07-04|42101.79|Paid|2023-06-21|ACH Transfer
491|154|454|None|2023-10-30|2023-11-14|397896.71|Overdue|N/A|N/A
492|244|103|None|2025-04-05|2025-04-20|60942.51|Outstanding|N/A|N/A
493|40|798|None|2023-09-18|2023-10-18|25194.04|Paid|2023-09-28|Credit Card
494|663|546|None|2022-10-10|2022-10-25|41282.67|Paid|2022-10-25|ACH Transfer
495|210|129|None|2023-10-29|2023-11-28|307942.92|Paid|2023-11-28|Check
496|65|75|None|2021-08-22|2021-10-06|41190.94|Paid|2021-10-17|Check
497|991|434|None|2022-02-24|2022-03-26|149535.25|Overdue|N/A|N/A
498|76|313|None|2024-07-20|2024-08-19|493278.91|Paid|2024-08-08|ACH Transfer
499|507|432|None|2022-04-11|2022-05-26|25195.4|Paid|2022-05-11|ACH Transfer
500|524|21|None|2022-06-08|2022-07-08|103869.76|Paid|2022-06-11|Wire
501|271|221|None|2023-07-24|2023-08-23|43190.16|Paid|2023-08-05|ACH Transfer
502|616|678|None|2025-03-15|2025-04-14|250891.36|Outstanding|N/A|N/A
503|1084|596|None|2021-07-21|2021-09-04|108845.49|Paid|2021-09-08|ACH Transfer
504|524|21|None|2022-06-11|2022-07-11|120845.51|Overdue|N/A|N/A
505|952|592|None|2023-07-28|2023-08-27|145095.87|Paid|2023-09-11|ACH Transfer
506|578|277|None|2022-09-16|2022-10-31|240828.96|Paid|2022-10-13|ACH Transfer
507|203|684|None|2022-11-16|2022-12-31|200756.3|Paid|2023-01-11|ACH Transfer
508|700|595|None|2022-03-13|2022-03-28|132113.96|Paid|2022-04-08|Check
509|810|731|None|2024-11-06|2024-12-06|239263.77|Overdue|N/A|N/A
510|482|253|None|2023-08-12|2023-09-26|192274.61|Paid|2023-08-29|Wire
511|374|690|None|2024-02-17|2024-04-02|311731.05|Overdue|N/A|N/A
512|1144|74|None|2021-10-12|2021-11-26|48597.24|Paid|2021-11-30|ACH Transfer
513|1064|559|None|2025-05-09|2025-06-08|147230.94|Upcoming|N/A|N/A
514|19|707|None|2022-07-16|2022-07-31|20678.08|Paid|2022-08-08|ACH Transfer
515|99|239|None|2023-08-14|2023-08-29|365846.92|Overdue|N/A|N/A
516|945|114|None|2023-02-25|2023-04-11|114919.52|Paid|2023-04-07|Wire
517|192|14|None|2022-07-20|2022-08-04|151645.62|Paid|2022-08-08|Wire
518|700|595|None|2022-03-13|2022-04-12|102144.52|Paid|2022-03-27|Check
519|152|328|None|2022-08-27|2022-09-26|191438.79|Overdue|N/A|N/A
520|310|746|None|2022-09-20|2022-11-04|265693.24|Overdue|N/A|N/A
521|411|233|None|2021-08-11|2021-09-25|51738.91|Paid|2021-09-06|Check
522|118|547|None|2024-10-18|2024-11-17|83361.03|Paid|2024-11-19|Wire
523|729|82|None|2022-03-07|2022-04-21|429677.68|Paid|2022-04-23|Wire
524|504|432|None|2025-03-22|2025-04-21|61459.86|Paid|2025-04-02|Credit Card
525|248|689|None|2022-12-22|2023-02-05|119512.02|Paid|2022-12-30|ACH Transfer
526|1160|146|None|2023-07-22|2023-08-06|363876.48|Overdue|N/A|N/A
527|1175|428|None|2024-12-01|2024-12-31|382047.17|Overdue|N/A|N/A
528|533|26|None|2022-12-05|2023-01-04|206603.85|Overdue|N/A|N/A
529|498|463|None|2022-05-09|2022-06-08|22504.88|Paid|2022-06-06|Credit Card
530|333|57|None|2022-07-29|2022-08-13|11095.41|Paid|2022-08-22|ACH Transfer
531|265|584|None|2024-11-20|2025-01-04|267690.69|Paid|2024-12-28|Check
532|474|384|None|2024-01-08|2024-01-23|107325.88|Overdue|N/A|N/A
533|572|329|None|2023-05-18|2023-06-17|86366.35|Paid|2023-07-02|Check
534|517|637|None|2023-07-08|2023-07-23|233809.16|Paid|2023-07-31|ACH Transfer
535|378|420|None|2024-09-20|2024-10-05|54588.73|Paid|2024-09-25|ACH Transfer
536|729|82|None|2022-03-10|2022-03-25|446809.02|Paid|2022-03-11|Check
537|281|571|None|2023-11-30|2023-12-15|95395.41|Paid|2023-12-07|Check
538|955|85|None|2023-02-01|2023-02-16|49105.17|Overdue|N/A|N/A
539|688|88|None|2025-04-08|2025-05-23|182902.82|Outstanding|N/A|N/A
540|1076|729|None|2025-01-18|2025-03-04|58310.71|Paid|2025-02-28|Credit Card
541|950|555|None|2025-05-09|2025-05-24|84091.99|Upcoming|N/A|N/A
542|777|89|None|2024-11-15|2024-12-15|121065.7|Overdue|N/A|N/A
543|651|106|None|2022-11-04|2022-12-04|119305.53|Paid|2022-11-05|Credit Card
544|891|330|None|2022-01-02|2022-02-01|45851.11|Overdue|N/A|N/A
545|283|49|None|2024-08-16|2024-08-31|75413.8|Paid|2024-08-22|ACH Transfer
546|11|361|None|2024-03-07|2024-04-21|117232.68|Paid|2024-04-07|ACH Transfer
547|498|463|None|2022-05-17|2022-06-16|25098.72|Paid|2022-05-30|Check
548|579|768|None|2025-05-09|2025-06-23|100923.38|Upcoming|N/A|N/A
549|450|660|None|2022-03-30|2022-05-14|118888.21|Overdue|N/A|N/A
550|110|570|None|2024-06-28|2024-07-13|234882.89|Paid|2024-07-08|Check
551|295|678|None|2024-03-26|2024-05-10|23089.25|Overdue|N/A|N/A
552|913|380|None|2023-08-12|2023-09-11|18112.05|Paid|2023-09-15|Check
553|365|602|None|2025-04-24|2025-05-24|409316.48|Upcoming|N/A|N/A
554|246|379|None|2022-08-16|2022-09-15|87308.86|Paid|2022-09-28|Check
555|1113|596|None|2022-08-27|2022-10-11|51716.45|Paid|2022-09-15|Check
556|532|628|None|2023-07-25|2023-08-24|147432.53|Paid|2023-08-04|Credit Card
557|603|329|None|2023-12-28|2024-01-12|23374.14|Paid|2024-01-03|Check
558|283|49|None|2024-08-23|2024-10-07|153768.05|Paid|2024-09-30|Check
559|172|5|None|2021-03-12|2021-03-27|327605.86|Paid|2021-03-22|Check
560|717|419|None|2021-11-26|2022-01-10|267863.28|Paid|2022-01-17|Wire
561|860|303|None|2023-11-15|2023-12-30|92934.23|Paid|2023-12-19|Credit Card
562|881|690|None|2025-03-16|2025-04-30|75339.87|Outstanding|N/A|N/A
563|851|127|None|2022-08-13|2022-09-27|16842.6|Paid|2022-08-16|Check
564|17|428|None|2025-04-13|2025-04-28|86913.05|Upcoming|N/A|N/A
565|1104|646|None|2023-02-24|2023-04-10|87004.91|Paid|2023-03-17|Wire
566|216|476|None|2022-06-26|2022-07-26|209219.58|Overdue|N/A|N/A
567|401|707|None|2023-06-10|2023-07-10|70252.85|Paid|2023-07-22|ACH Transfer
568|182|770|None|2025-05-09|2025-06-23|17572.85|Upcoming|N/A|N/A
569|1166|279|None|2024-12-18|2025-01-17|65444.03|Paid|2024-12-31|Check
570|592|250|None|2022-10-26|2022-12-10|206181.93|Overdue|N/A|N/A
571|198|361|None|2022-09-25|2022-10-10|59152.16|Paid|2022-10-09|ACH Transfer
572|70|187|None|2025-02-09|2025-03-11|306746.52|Paid|2025-03-17|ACH Transfer
573|1051|126|None|2024-10-29|2024-11-13|47237.76|Paid|2024-11-16|Check
574|1118|481|None|2025-04-29|2025-05-29|203044.98|Upcoming|N/A|N/A
575|541|132|None|2022-09-29|2022-11-13|112304.85|Overdue|N/A|N/A
576|109|184|None|2023-07-03|2023-07-18|44369.26|Overdue|N/A|N/A
577|365|602|None|2025-04-15|2025-05-30|168207.5|Upcoming|N/A|N/A
578|508|399|None|2021-11-14|2021-12-14|61999.25|Paid|2021-12-15|Credit Card
579|295|678|None|2024-04-04|2024-05-04|13893.55|Paid|2024-04-20|ACH Transfer
580|167|776|None|2023-04-25|2023-05-25|130549.87|Paid|2023-05-11|Check
581|695|66|None|2024-02-13|2024-02-28|225077.97|Overdue|N/A|N/A
582|522|441|None|2024-05-14|2024-06-13|260487.69|Overdue|N/A|N/A
583|977|743|None|2025-04-17|2025-05-02|354733.09|Upcoming|N/A|N/A
584|791|425|None|2023-02-09|2023-02-24|172177.67|Paid|2023-02-19|Credit Card
585|665|269|None|2024-07-02|2024-07-17|230186.71|Paid|2024-07-14|Check
586|539|736|None|2023-07-27|2023-08-26|246258.55|Paid|2023-08-21|Credit Card
587|865|302|None|2025-02-10|2025-03-27|14494.89|Paid|2025-03-18|Wire
588|524|21|None|2022-06-15|2022-07-30|282003.99|Paid|2022-08-07|Check
589|756|334|None|2024-01-31|2024-02-15|175156.92|Paid|2024-02-12|Check
590|494|210|None|2022-08-07|2022-09-06|151769.69|Paid|2022-09-05|Credit Card
591|686|180|None|2023-01-06|2023-02-05|291028.27|Paid|2023-01-17|ACH Transfer
592|912|680|None|2024-09-19|2024-10-19|131893.75|Overdue|N/A|N/A
593|1123|78|None|2023-12-07|2024-01-21|358964.71|Paid|2024-01-16|Check
594|401|707|None|2023-06-12|2023-07-27|227523.78|Paid|2023-08-04|ACH Transfer
595|428|669|None|2022-10-31|2022-12-15|275756.34|Paid|2022-11-21|Check
596|1130|595|None|2024-05-27|2024-06-11|52912.64|Paid|2024-06-20|Wire
597|1054|706|None|2022-02-09|2022-02-24|339416.35|Paid|2022-02-24|Credit Card
598|253|210|None|2024-02-01|2024-03-02|94723.77|Paid|2024-03-07|ACH Transfer
599|66|217|None|2024-12-07|2024-12-22|88057.2|Paid|2025-01-06|Credit Card
600|1197|161|None|2022-05-18|2022-06-02|140084.89|Paid|2022-05-19|Credit Card
601|1084|596|None|2021-07-17|2021-08-31|110985.31|Paid|2021-08-11|Credit Card
602|871|593|None|2023-02-23|2023-03-25|228908.9|Paid|2023-04-05|ACH Transfer
603|348|681|None|2023-07-17|2023-08-01|16338.23|Overdue|N/A|N/A
604|585|279|None|2025-05-09|2025-06-08|412708.91|Upcoming|N/A|N/A
605|139|307|None|2023-09-02|2023-09-17|45711.34|Paid|2023-10-01|Check
606|13|142|None|2024-06-10|2024-06-25|140190.09|Overdue|N/A|N/A
607|603|329|None|2023-12-30|2024-01-14|55510.66|Paid|2024-01-15|ACH Transfer
608|738|109|None|2025-05-09|2025-05-24|59749.88|Upcoming|N/A|N/A
609|584|690|None|2022-07-01|2022-07-31|256218.66|Overdue|N/A|N/A
610|1182|424|None|2023-10-03|2023-11-17|27061.33|Paid|2023-11-08|Credit Card
611|446|246|None|2023-02-16|2023-04-02|89582.85|Paid|2023-03-27|Wire
612|856|154|None|2025-05-09|2025-05-24|293079.85|Upcoming|N/A|N/A
613|909|473|None|2022-06-03|2022-06-18|166923.18|Paid|2022-06-12|Credit Card
614|925|454|None|2023-06-22|2023-07-07|97091.5|Paid|2023-07-08|Check
615|510|440|None|2022-07-23|2022-09-06|62351.35|Paid|2022-08-05|ACH Transfer
616|824|367|None|2024-01-25|2024-02-09|96162.75|Paid|2024-02-14|Credit Card
617|590|384|None|2022-02-17|2022-04-03|81126.81|Paid|2022-04-17|Check
618|235|383|None|2025-05-09|2025-06-23|102172.25|Upcoming|N/A|N/A
619|263|432|None|2022-04-17|2022-06-01|102612.61|Overdue|N/A|N/A
620|1052|442|None|2025-05-09|2025-06-08|211749.65|Upcoming|N/A|N/A
621|529|222|None|2023-03-14|2023-04-28|192351.06|Paid|2023-04-01|Credit Card
622|144|588|None|2021-06-08|2021-06-23|88528.26|Overdue|N/A|N/A
623|586|23|None|2024-10-15|2024-10-30|132874.43|Paid|2024-11-04|ACH Transfer
624|130|175|None|2022-08-23|2022-10-07|271041.5|Overdue|N/A|N/A
625|524|21|None|2022-06-16|2022-07-31|297044.28|Paid|2022-06-26|ACH Transfer
626|348|681|None|2023-07-27|2023-08-26|14682.99|Paid|2023-08-09|ACH Transfer
627|747|340|None|2025-02-04|2025-03-21|53983.59|Paid|2025-03-27|Credit Card
628|1010|135|None|2023-05-09|2023-06-23|188873.48|Paid|2023-05-12|Wire
629|654|205|None|2021-10-26|2021-11-10|62581.03|Paid|2021-11-04|Credit Card
630|348|681|None|2023-07-25|2023-08-09|33460.2|Paid|2023-08-09|ACH Transfer
631|222|559|None|2022-05-13|2022-06-27|360522.62|Paid|2022-06-09|Check
632|411|233|None|2021-08-14|2021-09-13|22136.81|Paid|2021-09-16|ACH Transfer
633|1114|524|None|2021-11-22|2021-12-22|6373.05|Overdue|N/A|N/A
634|462|21|None|2023-07-24|2023-09-07|106529.92|Paid|2023-08-18|Credit Card
635|324|345|None|2025-03-24|2025-04-23|325633.13|Paid|2025-04-02|Credit Card
636|1052|442|None|2025-05-01|2025-05-16|75234.07|Upcoming|N/A|N/A
637|163|584|None|2024-08-15|2024-09-14|15233.96|Overdue|N/A|N/A
638|1013|774|None|2025-02-15|2025-04-01|371144.67|Paid|2025-03-12|ACH Transfer
639|56|739|None|2024-06-21|2024-08-05|41950.6|Paid|2024-08-09|Credit Card
640|64|179|None|2025-02-23|2025-03-10|182964.06|Paid|2025-03-21|ACH Transfer
641|789|532|None|2024-03-14|2024-04-28|199950.83|Paid|2024-03-31|Credit Card
642|466|521|None|2023-10-13|2023-10-28|77465.18|Paid|2023-10-25|Credit Card
643|1198|441|None|2022-07-10|2022-08-24|66045.33|Paid|2022-08-25|ACH Transfer
644|376|792|None|2023-10-26|2023-12-10|139224.04|Paid|2023-10-27|Credit Card
645|193|733|None|2024-02-02|2024-03-18|276206.16|Paid|2024-02-09|Credit Card
646|616|678|None|2025-03-20|2025-04-19|236890.28|Outstanding|N/A|N/A
647|337|398|None|2024-07-03|2024-08-02|177054.72|Paid|2024-07-17|Check
648|903|695|None|2023-12-09|2024-01-23|233166.09|Paid|2023-12-28|Wire
649|856|154|None|2025-05-09|2025-06-23|303583.76|Upcoming|N/A|N/A
650|1087|272|None|2024-06-09|2024-07-24|75616.18|Paid|2024-06-14|Check
651|1052|442|None|2025-05-09|2025-05-24|236927.2|Upcoming|N/A|N/A
652|682|49|None|2021-10-17|2021-12-01|445228.66|Paid|2021-12-06|ACH Transfer
