EntryID|EmployeeID|Date|ServiceCallID|ProjectID|Category|RegularHours|OvertimeHours|TotalHours|Notes
10607|182|2021-05-07|None|82|Project Management Task|1.4|0|1.4|
10608|90|2023-01-03|32|None|Maintenance|2.5|0|2.5|
10609|24|2022-07-26|None|887|Client Training|2.9|0|2.9|
10610|59|2023-10-03|None|95|Documentation|2.0|0|2.0|
10611|148|2022-12-17|None|614|Programming|4.6|0|4.6|
10612|159|2022-01-17|None|1173|Wiring|6.1|0|6.1|
10613|170|2022-12-14|None|728|Installation|4.5|0|4.5|
10614|31|2023-07-07|None|722|Testing|4.1|0|4.1|
10615|136|2025-03-14|None|1145|Testing|5.6|0|5.6|
10616|159|2021-09-25|None|None|Sales Support|0.5|0|0.5|
10617|134|2024-01-20|None|187|Project Management Task|1.9|0|1.9|
10618|187|2024-08-13|None|356|Project Management Task|1.5|0|1.5|
10619|31|2024-06-28|None|441|Testing|7.1|0|7.1|
10620|166|2025-03-05|None|183|Installation|4.3|0|4.3|
10621|7|2022-04-07|None|1048|Testing|7.2|0|7.2|
10622|182|2024-04-13|None|105|Documentation|1.9|0|1.9|
10623|128|2024-01-14|None|907|Documentation|1.1|0|1.1|Encountered unexpected issues
10624|36|2021-03-22|None|1154|Client Training|1.0|0|1.0|
10625|72|2021-09-09|None|None|Internal Meeting|1.0|0|1.0|
10626|138|2021-03-17|None|497|Wiring|6.8|0|6.8|
10627|119|2024-05-31|None|78|Programming|6.6|0|6.6|
10628|154|2023-08-02|None|1026|Client Training|3.6|0|3.6|
10629|167|2022-01-24|None|377|Client Training|2.1|0|2.1|
10630|7|2023-05-22|None|607|Client Training|1.3|0|1.3|
10631|8|2024-01-17|None|720|Testing|4.1|0|4.1|
10632|97|2021-01-20|None|495|Project Management Task|2.9|0|2.9|
10633|81|2022-08-07|None|1041|Project Management Task|1.6|0|1.6|
10634|41|2021-10-24|None|679|Wiring|6.0|0|6.0|
10635|31|2023-12-01|None|646|Project Management Task|1.9|0|1.9|
10636|128|2023-03-25|None|135|Testing|3.9|0|3.9|
10637|102|2022-10-02|None|871|Wiring|5.7|0|5.7|
10638|24|2022-04-09|None|166|Client Training|1.4|0|1.4|
10639|67|2025-04-04|None|1063|Wiring|3.3|0|3.3|
10640|49|2024-01-16|None|589|Documentation|1.3|0|1.3|
10641|26|2023-02-17|None|195|Project Management Task|2.4|0|2.4|
10642|120|2023-01-31|None|342|Installation|3.7|0|3.7|
10643|165|2024-09-06|None|None|Sales Support|1.2|0|1.2|
10644|94|2022-05-21|None|130|Client Training|4.0|0|4.0|
10645|115|2023-06-11|None|None|Sales Support|1.4|0|1.4|
10646|102|2023-07-15|None|753|Project Management Task|1.8|0|1.8|
10647|53|2021-09-10|None|37|Testing|7.4|0|7.4|
10648|73|2021-11-11|None|679|Programming|7.4|0|7.4|
10649|94|2023-12-24|None|512|Testing|6.6|0|6.6|
10650|119|2021-04-24|None|None|Sales Support|0.7|0|0.7|
10651|62|2023-08-25|None|438|Testing|3.4|0|3.4|
10652|186|2021-12-26|None|None|Admin|1.0|0|1.0|
10653|97|2022-01-11|None|986|Documentation|0.7|0|0.7|
10654|37|2023-05-28|None|570|Installation|4.5|0|4.5|
10655|178|2021-03-26|None|39|Testing|5.0|0|5.0|
10656|53|2023-05-12|None|291|Programming|5.9|0|5.9|
10657|37|2022-05-10|None|93|Testing|6.2|0|6.2|
10658|181|2024-01-23|None|289|Programming|6.5|0|6.5|
10659|17|2024-07-29|None|231|Testing|5.2|0|5.2|
10660|113|2025-04-02|None|487|Wiring|3.9|0|3.9|
10661|44|2024-08-04|None|331|Wiring|3.3|0|3.3|
10662|181|2023-07-13|None|722|Wiring|3.6|0|3.6|
10663|163|2022-11-14|None|802|Programming|3.6|0|3.6|
10664|192|2024-06-28|None|362|Project Management Task|1.3|0|1.3|
10665|39|2024-03-17|None|499|Client Training|2.0|0|2.0|System testing OK
10666|155|2023-07-31|None|277|Installation|5.6|0|5.6|
10667|10|2023-01-02|None|636|Installation|6.3|0|6.3|
10668|186|2022-01-22|None|795|Documentation|0.7|0|0.7|
10669|114|2024-11-12|None|1046|Project Management Task|1.6|0|1.6|
10670|99|2021-04-25|None|442|Client Training|1.9|0|1.9|
10671|105|2024-10-18|None|659|Wiring|3.8|0|3.8|
10672|178|2021-07-10|None|656|Programming|7.8|0|7.8|
10673|144|2021-06-28|None|758|Testing|7.3|0|7.3|
10674|11|2021-02-17|None|696|Programming|4.1|0|4.1|
10675|143|2023-06-21|None|1048|Client Training|2.5|0|2.5|
10676|87|2023-04-16|None|771|Client Training|1.1|0|1.1|
10677|173|2022-02-19|None|None|Admin|0.7|0|0.7|
10678|93|2025-01-19|None|946|Documentation|1.0|0|1.0|
10679|115|2022-07-16|None|24|Testing|7.9|0|7.9|
10680|81|2024-12-08|None|316|Testing|6.4|0|6.4|
10681|99|2024-04-09|None|233|Project Management Task|3.5|0|3.5|
10682|39|2022-08-28|None|198|Testing|3.4|0|3.4|
10683|14|2022-04-18|None|626|Testing|6.2|0|6.2|
10684|31|2023-09-27|None|104|Project Management Task|1.8|0|1.8|
10685|159|2024-09-10|433|1073|Maintenance|2.8|0|2.8|
10686|187|2023-10-30|None|996|Project Management Task|2.7|0|2.7|
10687|66|2023-08-09|None|588|Project Management Task|1.7|0|1.7|
10688|115|2023-05-20|None|916|Client Training|2.4|0|2.4|
10689|166|2021-07-28|None|30|Documentation|1.4|0|1.4|
10690|114|2023-03-23|None|765|Testing|4.6|0|4.6|
10691|153|2024-04-21|None|119|Project Management Task|3.3|0|3.3|
10692|171|2021-07-26|None|None|Shop Work|0.9|0|0.9|
10693|187|2023-06-27|None|536|Client Training|3.4|0|3.4|Client requested additional work
10694|18|2025-02-24|None|233|Testing|4.2|0|4.2|
10695|100|2022-12-13|None|358|Project Management Task|2.5|0|2.5|
10696|181|2024-01-06|None|1048|Programming|6.9|0|6.9|
10697|143|2021-01-23|None|None|Travel|1.5|0|1.5|
10698|26|2021-03-10|None|618|Programming|5.3|0|5.3|
10699|37|2025-03-20|None|597|Installation|4.7|0|4.7|
10700|111|2021-07-23|None|833|Testing|3.4|0|3.4|
10701|180|2024-02-25|None|527|Installation|7.5|0|7.5|Completed phase ahead of schedule
10702|155|2024-09-13|None|304|Installation|3.8|0|3.8|
10703|78|2023-07-15|None|None|Training|0.7|0|0.7|
10704|194|2024-04-13|None|1008|Wiring|6.6|0|6.6|
10705|44|2021-03-02|None|251|Wiring|7.1|0|7.1|
10706|17|2024-05-21|None|218|Documentation|1.8|0|1.8|Coordination meeting
10707|84|2023-06-26|1697|None|Remote Support|1.0|0|1.0|
10708|175|2022-04-19|None|988|Client Training|1.2|0|1.2|
10709|156|2023-09-28|None|1174|Programming|7.6|0|7.6|
10710|83|2024-02-14|None|809|Testing|3.0|0|3.0|
10711|71|2024-06-01|None|866|Project Management Task|3.5|0|3.5|
10712|19|2021-07-02|None|908|Documentation|1.1|0|1.1|
10713|115|2022-09-10|None|597|Installation|4.0|0|4.0|
10714|126|2023-08-16|None|826|Programming|6.7|0|6.7|
10715|176|2023-12-28|None|342|Client Training|2.4|0|2.4|
10716|136|2023-07-12|None|228|Documentation|0.9|0|0.9|
10717|17|2022-07-23|None|661|Project Management Task|1.8|0|1.8|
10718|81|2025-02-14|None|None|Travel|1.6|0|1.6|
10719|127|2021-07-21|None|None|Admin|1.3|0|1.3|
10720|87|2024-08-16|None|676|Installation|4.2|0|4.2|
10721|96|2022-07-04|None|626|Programming|4.9|0|4.9|
10722|165|2023-07-11|None|913|Testing|3.1|0|3.1|
10723|115|2024-02-16|None|766|Programming|4.5|0|4.5|
10724|73|2022-09-18|None|497|Testing|4.3|0|4.3|
10725|113|2024-12-27|None|894|Project Management Task|1.7|0|1.7|
10726|101|2024-08-28|528|None|Maintenance|1.5|0|1.5|
10727|29|2023-04-06|None|383|Documentation|1.7|0|1.7|
10728|32|2022-06-13|None|479|Installation|5.9|0|5.9|
10729|48|2023-05-08|None|925|Client Training|1.1|0|1.1|
10730|44|2021-01-14|None|574|Client Training|1.4|0|1.4|
10731|41|2021-04-08|None|280|Programming|6.3|0|6.3|
10732|187|2022-12-02|None|1043|Client Training|3.5|0|3.5|
10733|120|2023-08-06|None|676|Client Training|3.5|0|3.5|
10734|81|2022-10-10|None|5|Project Management Task|3.4|0|3.4|
10735|26|2025-04-08|None|183|Testing|4.0|0|4.0|
10736|97|2022-07-23|None|463|Wiring|7.5|0|7.5|
10737|45|2023-01-22|None|988|Programming|5.1|0|5.1|
10738|186|2021-01-05|None|82|Testing|5.5|0|5.5|
10739|92|2024-07-20|None|390|Testing|6.3|0|6.3|
10740|74|2023-01-09|None|None|Admin|1.9|0|1.9|
10741|122|2024-01-01|None|445|Client Training|2.4|0|2.4|
10742|200|2023-11-30|None|789|Installation|6.7|0|6.7|Coordination meeting
10743|30|2023-07-30|None|195|Programming|5.1|0|5.1|
10744|118|2024-11-03|None|1088|Installation|4.4|0|4.4|
10745|182|2025-01-11|None|None|Training|1.3|0|1.3|Coordination meeting
10746|32|2021-06-24|None|280|Testing|6.6|0|6.6|
10747|38|2024-06-02|None|1170|Programming|6.4|0|6.4|
10748|120|2022-12-01|None|232|Installation|6.2|0|6.2|
10749|38|2023-05-19|None|None|Shop Work|0.6|0|0.6|
10750|165|2022-03-20|None|640|Wiring|6.8|0|6.8|Coordination meeting
10751|199|2023-06-02|None|191|Wiring|6.0|0|6.0|
10752|39|2021-01-07|None|82|Testing|7.1|0|7.1|
10753|165|2022-09-05|None|310|Installation|7.5|0|7.5|
10754|99|2023-02-09|None|806|Client Training|2.2|0|2.2|
10755|126|2021-05-03|None|1141|Installation|4.3|0|4.3|
10756|135|2025-01-23|None|1169|Programming|7.6|0|7.6|
10757|36|2024-08-08|None|331|Programming|4.4|0|4.4|
10758|181|2022-02-19|None|1105|Testing|3.3|0|3.3|
10759|127|2022-02-09|None|1105|Project Management Task|1.6|0|1.6|
10760|84|2021-07-26|None|1015|Documentation|1.9|0|1.9|
10761|2|2022-03-01|None|1059|Programming|4.3|0|4.3|
10762|154|2023-06-09|None|271|Documentation|0.8|0|0.8|
10763|127|2023-05-17|None|809|Programming|6.8|0|6.8|
10764|99|2023-03-01|None|83|Documentation|2.0|0|2.0|
10765|138|2024-09-12|None|454|Installation|5.3|0|5.3|
10766|26|2021-07-06|None|5|Wiring|5.2|0|5.2|Encountered unexpected issues
10767|94|2024-05-13|None|26|Programming|5.9|0|5.9|
10768|34|2023-06-18|None|1100|Testing|3.9|0|3.9|
10769|14|2023-07-31|None|327|Wiring|5.2|0|5.2|
10770|132|2025-04-06|None|687|Testing|6.4|0|6.4|
10771|60|2025-03-11|1643|900|Troubleshooting|7.4|0|7.4|
10772|98|2023-04-05|None|153|Client Training|2.3|0|2.3|
10773|24|2024-09-22|None|None|Travel|1.2|0|1.2|
10774|197|2024-03-11|None|327|Client Training|2.1|0|2.1|
10775|6|2021-10-27|None|477|Client Training|3.7|0|3.7|
10776|19|2021-04-27|None|1036|Project Management Task|2.1|0|2.1|
10777|74|2022-08-29|None|1170|Testing|4.6|0|4.6|Coordination meeting
10778|183|2024-08-09|None|397|Installation|3.6|0|3.6|
10779|11|2022-02-03|None|994|Wiring|5.7|0|5.7|
10780|103|2023-03-15|None|518|Wiring|7.1|0|7.1|
10781|42|2025-03-17|None|107|Installation|4.5|0|4.5|
10782|41|2022-05-29|None|609|Project Management Task|1.0|0|1.0|
10783|46|2025-03-14|None|647|Project Management Task|1.1|0|1.1|
10784|34|2023-10-19|None|1047|Wiring|7.3|0|7.3|
10785|66|2023-01-04|None|171|Documentation|1.7|0|1.7|
10786|18|2024-11-24|None|145|Project Management Task|3.0|0|3.0|
10787|5|2022-09-01|None|None|Travel|2.0|0|2.0|
10788|166|2023-05-05|None|271|Programming|6.3|0|6.3|
10789|78|2021-03-24|None|448|Programming|4.8|0|4.8|
10790|46|2022-11-03|None|37|Client Training|1.7|0|1.7|
10791|48|2023-02-23|None|347|Installation|5.7|0|5.7|
10792|38|2021-11-15|None|None|Shop Work|1.8|0|1.8|
10793|197|2022-05-20|1695|60|Troubleshooting|5.9|0|5.9|
10794|186|2021-09-07|None|68|Installation|3.0|0|3.0|
10795|43|2023-11-01|None|588|Project Management Task|1.4|0|1.4|System testing OK
10796|8|2022-10-24|None|1015|Installation|3.7|0|3.7|
10797|40|2024-04-02|None|863|Wiring|3.3|0|3.3|
10798|8|2023-01-30|None|446|Project Management Task|3.3|0|3.3|
10799|194|2023-03-04|None|742|Project Management Task|3.8|0|3.8|
10800|187|2023-04-10|None|367|Client Training|2.2|0|2.2|
10801|26|2022-12-28|None|1174|Testing|5.5|0|5.5|
10802|181|2022-09-12|None|129|Programming|3.1|0|3.1|
10803|7|2024-08-14|1136|None|Maintenance|1.7|0|1.7|
10804|72|2023-12-08|None|395|Installation|5.5|0|5.5|
10805|27|2022-04-30|None|520|Client Training|3.4|0|3.4|
10806|42|2021-04-13|None|233|Programming|6.4|0|6.4|
10807|97|2023-11-27|None|229|Documentation|0.7|0|0.7|Completed phase ahead of schedule
10808|19|2021-03-12|None|848|Documentation|1.7|0|1.7|
10809|41|2023-11-20|None|835|Wiring|7.1|0|7.1|
10810|120|2022-06-01|None|497|Client Training|1.2|0|1.2|Client requested additional work
10811|38|2023-01-05|None|249|Client Training|2.7|0|2.7|Encountered unexpected issues
10812|44|2024-05-11|None|712|Programming|6.5|0|6.5|
10813|41|2024-02-25|None|288|Testing|7.8|0|7.8|
10814|7|2022-07-24|None|479|Testing|7.4|0|7.4|
10815|26|2021-11-19|None|618|Client Training|2.0|0|2.0|
10816|87|2024-02-04|None|None|Internal Meeting|0.7|0|0.7|
10817|39|2021-09-18|None|1149|Installation|7.9|0|7.9|
10818|8|2022-02-24|None|501|Wiring|4.4|0|4.4|
10819|71|2024-08-07|None|568|Installation|4.8|0|4.8|
10820|90|2025-04-09|None|43|Programming|6.4|0|6.4|
10821|159|2021-10-08|None|None|Sales Support|1.5|0|1.5|
10822|115|2024-03-28|None|49|Programming|4.3|0|4.3|
10823|26|2021-02-03|None|233|Wiring|4.4|0|4.4|
10824|181|2025-01-09|None|None|Sales Support|0.9|0|0.9|
10825|156|2021-04-27|None|None|Sales Support|1.0|0|1.0|
10826|154|2023-08-23|None|None|Internal Meeting|0.7|0|0.7|Client requested additional work
10827|161|2025-03-12|None|9|Documentation|0.9|0|0.9|
10828|128|2022-02-21|None|None|Shop Work|0.9|0|0.9|
10829|17|2023-10-30|None|667|Wiring|4.7|0|4.7|
10830|91|2021-09-12|None|960|Installation|3.5|0|3.5|
10831|92|2023-11-29|None|None|Training|0.6|0|0.6|
10832|98|2023-06-29|None|107|Documentation|1.0|0|1.0|
10833|67|2022-04-06|None|835|Project Management Task|3.4|0|3.4|
10834|84|2021-12-29|None|510|Documentation|0.6|0|0.6|
10835|175|2025-01-16|None|778|Installation|4.5|0|4.5|
10836|192|2022-08-07|None|614|Testing|4.6|0|4.6|
10837|152|2024-11-12|None|151|Testing|7.1|0|7.1|
10838|119|2025-03-31|None|394|Project Management Task|1.7|0|1.7|
10839|26|2023-09-22|None|604|Client Training|3.0|0|3.0|
10840|157|2022-08-20|None|189|Programming|4.0|0|4.0|
10841|165|2021-12-28|None|1008|Client Training|1.4|0|1.4|
10842|19|2024-05-31|None|395|Project Management Task|1.7|0|1.7|
10843|152|2023-10-22|None|981|Testing|5.6|0|5.6|Parts pickup
10844|200|2022-04-21|None|231|Wiring|5.6|0|5.6|
10845|163|2023-02-12|None|225|Wiring|5.8|0|5.8|
10846|39|2021-06-19|None|None|Sales Support|1.2|0|1.2|
10847|168|2024-07-25|None|556|Documentation|1.9|0|1.9|
10848|126|2021-03-17|None|299|Wiring|5.2|0|5.2|
10849|6|2021-07-30|None|590|Programming|3.6|0|3.6|
10850|44|2025-01-18|None|693|Client Training|3.2|0|3.2|
10851|155|2024-11-05|None|None|Travel|0.7|0|0.7|Parts pickup
10852|32|2023-05-15|None|41|Documentation|1.9|0|1.9|
10853|29|2023-10-02|None|455|Installation|4.3|0|4.3|
10854|1|2023-10-05|None|715|Client Training|1.7|0|1.7|
10855|91|2022-01-21|None|1163|Documentation|1.2|0|1.2|Encountered unexpected issues
10856|83|2022-12-15|None|195|Testing|3.0|0|3.0|
10857|41|2021-03-04|None|299|Documentation|1.6|0|1.6|
10858|166|2024-05-22|None|1163|Client Training|1.4|0|1.4|
10859|5|2021-07-12|None|147|Programming|3.7|0|3.7|
10860|166|2022-07-27|None|428|Programming|4.7|0|4.7|
10861|84|2021-11-20|None|250|Testing|4.7|0|4.7|
10862|76|2024-01-21|None|218|Wiring|6.8|0|6.8|Parts pickup
10863|128|2024-09-15|None|720|Documentation|1.1|0|1.1|
10864|45|2024-07-21|None|1094|Client Training|3.8|0|3.8|
10865|73|2024-06-06|None|521|Testing|5.0|0|5.0|
10866|27|2021-09-18|None|None|Internal Meeting|1.4|0|1.4|
10867|5|2024-06-08|None|None|Travel|0.5|0|0.5|
10868|104|2023-12-10|None|148|Installation|6.8|0|6.8|
10869|148|2024-06-11|None|352|Project Management Task|1.4|0|1.4|
10870|168|2025-01-24|None|437|Wiring|3.4|0|3.4|Coordination meeting
10871|107|2023-08-28|None|790|Client Training|2.0|0|2.0|
10872|94|2021-03-07|None|None|Training|1.3|0|1.3|Completed phase ahead of schedule
10873|1|2024-10-22|None|323|Wiring|3.3|0|3.3|
10874|102|2022-06-16|None|1071|Project Management Task|3.4|0|3.4|
10875|53|2021-06-18|None|661|Documentation|1.3|0|1.3|
10876|114|2024-05-23|None|646|Client Training|3.2|0|3.2|
10877|163|2022-02-08|None|None|Travel|1.8|0|1.8|
10878|101|2024-02-01|None|196|Project Management Task|1.9|0|1.9|
10879|183|2021-02-23|None|619|Project Management Task|1.9|0|1.9|System testing OK
10880|95|2023-12-27|None|1164|Programming|6.7|0|6.7|
10881|117|2022-04-21|694|None|Maintenance|3.0|0|3.0|Completed phase ahead of schedule
10882|89|2024-09-07|None|687|Project Management Task|3.4|0|3.4|
10883|65|2024-01-29|None|664|Documentation|1.4|0|1.4|
10884|84|2024-02-05|None|710|Project Management Task|3.5|0|3.5|
10885|168|2021-12-21|None|1059|Wiring|3.1|0|3.1|
10886|18|2021-03-26|None|238|Documentation|0.7|0|0.7|
10887|74|2022-11-12|None|548|Testing|4.8|0|4.8|
10888|105|2024-04-02|None|564|Programming|3.8|0|3.8|
10889|170|2021-09-22|None|497|Testing|3.1|0|3.1|
10890|166|2021-04-13|None|352|Installation|4.6|0|4.6|
10891|6|2023-02-15|None|1070|Client Training|3.5|0|3.5|
10892|85|2021-08-09|None|107|Wiring|7.7|0|7.7|Client requested additional work
10893|171|2023-01-10|None|None|Sales Support|1.8|0|1.8|Client requested additional work
10894|136|2021-07-24|None|1048|Programming|3.2|0|3.2|
10895|4|2025-02-05|None|223|Project Management Task|2.5|0|2.5|
10896|26|2023-10-08|None|549|Installation|6.8|0|6.8|
10897|19|2024-01-23|None|88|Wiring|7.0|0|7.0|
10898|34|2023-01-30|None|232|Documentation|1.3|0|1.3|
10899|173|2021-07-07|None|947|Wiring|7.8|0|7.8|
10900|173|2022-01-17|None|None|Internal Meeting|1.6|0|1.6|
10901|89|2022-12-19|None|None|Internal Meeting|1.2|0|1.2|
10902|78|2023-09-29|None|280|Installation|6.4|0|6.4|
10903|180|2022-04-24|None|1106|Programming|4.2|0|4.2|
10904|107|2023-03-16|None|5|Documentation|1.6|0|1.6|
10905|199|2024-08-22|None|280|Client Training|1.0|0|1.0|Coordination meeting
10906|37|2025-02-05|None|624|Installation|7.5|0|7.5|
10907|83|2022-11-01|None|342|Programming|4.3|0|4.3|
10908|115|2024-01-05|None|988|Documentation|1.0|0|1.0|
10909|85|2022-05-13|None|929|Wiring|6.7|0|6.7|
10910|74|2021-08-23|None|455|Client Training|1.2|0|1.2|
10911|105|2024-05-30|None|32|Wiring|7.9|0|7.9|
10912|168|2021-09-13|None|988|Testing|7.2|0|7.2|
10913|83|2023-12-17|None|59|Installation|5.8|0|5.8|Coordination meeting
10914|117|2021-05-23|None|37|Client Training|1.6|0|1.6|
10915|5|2023-12-10|None|1094|Testing|7.8|0|7.8|
10916|19|2021-11-18|None|991|Installation|5.9|0|5.9|
10917|90|2024-06-06|None|None|Shop Work|1.1|0|1.1|
10918|18|2024-12-04|None|1009|Testing|7.0|0|7.0|
10919|78|2024-12-01|None|None|Sales Support|0.7|0|0.7|
10920|1|2024-06-11|None|1161|Documentation|1.3|0|1.3|
10921|76|2022-08-11|None|743|Wiring|7.9|0|7.9|
10922|192|2023-02-28|None|225|Wiring|5.6|0|5.6|
10923|192|2021-08-31|None|35|Programming|4.4|0|4.4|
10924|96|2021-11-01|None|None|Shop Work|0.6|0|0.6|
10925|27|2022-04-15|None|961|Client Training|2.5|0|2.5|
10926|4|2022-07-01|None|1125|Project Management Task|1.7|0|1.7|
10927|173|2023-06-03|None|1071|Wiring|5.3|0|5.3|
10928|85|2022-12-10|None|None|Travel|1.7|0|1.7|System testing OK
10929|96|2021-04-02|None|233|Testing|5.2|0|5.2|
10930|66|2022-06-13|None|1154|Documentation|0.6|0|0.6|
10931|165|2022-12-16|None|199|Programming|7.6|0|7.6|
10932|194|2021-09-02|None|835|Testing|6.3|0|6.3|
10933|93|2025-01-26|None|733|Client Training|3.2|0|3.2|
10934|145|2022-04-24|None|583|Testing|6.7|0|6.7|
10935|85|2022-05-15|None|140|Client Training|4.0|0|4.0|
10936|39|2023-04-26|None|728|Client Training|1.7|0|1.7|Completed phase ahead of schedule
10937|163|2023-01-28|None|225|Project Management Task|2.3|0|2.3|
10938|156|2021-03-26|None|1154|Programming|4.9|0|4.9|
10939|122|2021-08-22|None|947|Client Training|1.9|0|1.9|
10940|60|2025-03-15|None|None|Internal Meeting|1.4|0|1.4|
10941|39|2022-10-18|None|871|Client Training|2.3|0|2.3|
10942|187|2024-09-26|None|None|Sales Support|0.5|0|0.5|Client requested additional work
10943|39|2022-03-26|None|931|Programming|7.4|0|7.4|
10944|180|2022-08-08|None|373|Wiring|8|0|8.0|
10945|127|2023-11-01|None|811|Testing|4.6|0|4.6|
10946|200|2023-05-01|None|690|Documentation|0.5|0|0.5|
10947|156|2022-08-02|None|832|Installation|6.2|0|6.2|Client requested additional work
10948|152|2021-10-14|None|501|Programming|7.6|0|7.6|
10949|66|2024-04-16|None|753|Wiring|6.5|0|6.5|
10950|42|2024-10-21|None|None|Sales Support|1.1|0|1.1|Client requested additional work
10951|155|2021-06-11|None|135|Programming|7.1|0|7.1|
10952|145|2024-11-04|None|196|Client Training|1.3|0|1.3|
10953|186|2022-05-07|None|946|Programming|7.3|0|7.3|
10954|166|2024-06-04|None|None|Training|1.0|0|1.0|
10955|14|2023-04-17|None|614|Project Management Task|1.2|0|1.2|Encountered unexpected issues
10956|98|2022-06-28|None|None|Sales Support|1.7|0|1.7|
10957|98|2023-06-25|None|304|Programming|3.1|0|3.1|Completed phase ahead of schedule
10958|1|2024-10-11|None|323|Wiring|5.2|0|5.2|Completed phase ahead of schedule
10959|168|2022-05-31|None|130|Testing|4.9|0|4.9|
10960|14|2022-03-03|None|None|Sales Support|0.8|0|0.8|
10961|117|2021-07-25|None|744|Programming|7.2|0|7.2|
10962|98|2022-03-22|None|227|Client Training|2.1|0|2.1|
10963|76|2025-03-12|None|None|Shop Work|1.8|0|1.8|
10964|154|2023-02-26|None|39|Wiring|3.1|0|3.1|
10965|7|2023-10-20|None|1048|Documentation|0.6|0|0.6|
10966|155|2023-08-13|None|723|Wiring|7.9|0|7.9|
10967|10|2023-06-18|None|107|Client Training|3.5|0|3.5|
10968|182|2024-02-24|None|95|Wiring|4.5|0|4.5|
10969|157|2023-10-05|None|1158|Documentation|1.2|0|1.2|
10970|78|2023-04-11|None|1192|Installation|6.9|0|6.9|
10971|43|2022-05-29|None|786|Programming|6.6|0|6.6|
10972|47|2022-05-31|None|743|Programming|5.3|0|5.3|
10973|71|2024-09-28|None|714|Testing|6.4|0|6.4|
10974|182|2023-08-24|None|376|Documentation|1.8|0|1.8|
10975|127|2022-03-20|None|254|Programming|6.2|0|6.2|
10976|7|2021-07-29|None|23|Documentation|1.7|0|1.7|Completed phase ahead of schedule
10977|17|2024-05-21|None|None|Sales Support|2.0|0|2.0|
10978|47|2023-08-05|None|107|Client Training|3.8|0|3.8|
10979|173|2024-01-05|None|988|Installation|3.8|0|3.8|
10980|66|2024-12-28|None|437|Programming|4.4|0|4.4|
10981|167|2023-06-27|None|666|Installation|6.2|0|6.2|Client requested additional work
10982|1|2022-07-21|None|674|Client Training|2.1|0|2.1|
10983|152|2024-09-30|None|316|Client Training|3.4|0|3.4|
10984|14|2023-04-17|None|994|Client Training|1.6|0|1.6|
10985|30|2022-12-27|None|1192|Programming|4.3|0|4.3|
10986|197|2021-03-02|None|299|Client Training|1.4|0|1.4|
10987|92|2021-03-02|None|251|Client Training|3.5|0|3.5|
10988|29|2022-10-13|None|95|Documentation|1.5|0|1.5|
10989|138|2023-05-27|None|None|Admin|1.3|0|1.3|
10990|11|2021-04-20|None|495|Project Management Task|2.5|0|2.5|
10991|7|2023-03-15|None|1149|Programming|4.4|0|4.4|
10992|18|2022-05-09|None|730|Project Management Task|2.4|0|2.4|
10993|22|2021-02-14|None|1154|Wiring|5.7|0|5.7|
10994|156|2023-07-28|None|1149|Client Training|1.5|0|1.5|
10995|101|2022-04-13|None|None|Travel|2.0|0|2.0|
10996|101|2023-07-09|None|207|Programming|6.7|0|6.7|
10997|136|2021-11-03|None|930|Client Training|2.3|0|2.3|
10998|143|2023-09-10|None|93|Programming|7.4|0|7.4|
10999|186|2023-11-24|None|68|Client Training|2.1|0|2.1|Completed phase ahead of schedule
11000|80|2024-01-13|None|1047|Testing|4.0|0|4.0|
11001|53|2024-01-15|None|None|Internal Meeting|1.8|0|1.8|
11002|104|2022-08-20|None|227|Documentation|1.6|0|1.6|
11003|60|2021-01-31|None|293|Installation|3.9|0|3.9|
11004|98|2023-09-04|None|782|Wiring|3.5|0|3.5|
11005|120|2022-10-08|None|231|Programming|5.9|0|5.9|
11006|89|2021-01-25|None|82|Documentation|1.5|0|1.5|
11007|49|2021-12-08|None|299|Project Management Task|3.6|0|3.6|Coordination meeting
11008|73|2023-01-24|None|166|Programming|3.9|0|3.9|Completed phase ahead of schedule
11009|138|2021-09-03|None|107|Installation|4.0|0|4.0|
11010|66|2024-01-09|None|403|Project Management Task|2.3|0|2.3|
11011|76|2022-03-21|None|352|Installation|5.1|0|5.1|
11012|90|2023-03-19|None|766|Documentation|1.3|0|1.3|
11013|6|2021-10-12|None|426|Project Management Task|1.2|0|1.2|
11014|93|2023-07-21|None|187|Wiring|3.5|0|3.5|
11015|115|2023-10-09|None|646|Client Training|2.6|0|2.6|
11016|100|2022-12-04|None|988|Client Training|1.4|0|1.4|
11017|10|2022-10-23|None|None|Training|1.5|0|1.5|
11018|8|2023-03-12|None|167|Project Management Task|1.1|0|1.1|
11019|81|2021-07-03|None|82|Installation|3.0|0|3.0|
11020|101|2022-11-21|None|479|Project Management Task|1.5|0|1.5|
11021|73|2021-10-27|None|495|Wiring|6.3|0|6.3|
11022|59|2022-07-31|None|806|Project Management Task|1.9|0|1.9|
11023|67|2021-07-23|None|352|Client Training|1.4|0|1.4|
11024|99|2024-08-23|None|1100|Installation|7.0|0|7.0|Parts pickup
11025|10|2022-09-17|None|452|Client Training|3.5|0|3.5|
11026|160|2024-02-20|None|173|Project Management Task|3.9|0|3.9|Parts pickup
11027|107|2023-03-11|None|269|Documentation|1.6|0|1.6|
11028|148|2022-10-17|None|None|Admin|1.0|0|1.0|
11029|76|2023-02-20|None|765|Documentation|0.6|0|0.6|
