ServiceID|CustomerID|ServiceType|RelatedProjectID|TechnicianID|DateStr|StartTime|EndTime|MaterialsCost|LaborHours|LaborCost|TotalCost|BilledAmount|SatisfactionScore|Priority|Resolution|ScheduledDate|ScheduledTime|ActualArrivalTime|ResponseTime|IssueCategory|FirstTimeFixStatus
1035|328|Troubleshooting|None|180|2024-05-25|08:00|10:47|1154.67|2.8|272.44|1427.1100000000001|2983.05|5|Standard|Complete|2024-05-25|14:00|14:15|1|Hardware|Yes
1429|292|Remote Support|1085|143|2025-04-04|09:00|11:23|0.0|2.4|270.24|270.24|483.16|N/A|Standard|Complete|2025-04-03|09:00|10:15 (Late)|N/A|Integration|Yes
1339|734|System Integration|None|42|2021-12-28|14:00|14:36|0.0|0.6|36.82|36.82|58.01|3|Standard|Complete|2021-12-27|15:00|16:45 (Late)|N/A|Software|Yes
983|459|System Integration|None|76|2023-08-12|11:15|12:18|0.0|1.3|64.99|64.99|105.6|5|Standard|Followup Required|2023-08-11|16:00|16:45 (Late)|N/A|Software|Yes
895|511|Troubleshooting|None|41|2021-08-12|13:15|15:42|423.66|2.7|247.7|671.36|1217.52|5|Standard|Complete|2021-08-09|13:00|13:45 (Late)|N/A|Hardware|Yes
157|606|System Upgrade|None|71|2024-07-23|14:30|15:11|1441.94|1.2|108.41|1550.3500000000001|2283.39|3|Standard|Complete|2024-07-22|14:00|14:45 (Late)|N/A|Configuration|Yes
1536|437|Design Consultation|1083|29|2025-01-18|13:15|17:30|0.0|4.5|591.35|591.35|1235.6|4|Standard|Complete|2025-01-15|13:00|13:00 (Late)|N/A|Configuration|Yes
1743|63|System Upgrade|511|173|2025-01-22|14:30|15:23|1406.84|1.4|84.42|1491.26|2628.01|4|Standard|Complete|2025-01-21|11:00|11:15 (Late)|N/A|Software|Yes
1243|451|System Upgrade|811|111|2024-08-25|16:45|16:48|1474.26|0.8|54.21|1528.47|2852.95|5|Standard|Complete|2024-08-24|12:00|13:15 (Late)|N/A|Configuration|No
66|377|Remote Support|54|100|2023-06-02|16:00|17:36|0.0|1.6|144.66|144.66|222.3|4|Standard|Complete|2023-05-30|15:00|15:15 (Late)|N/A|Integration|Yes
1958|21|System Integration|846|105|2024-05-17|15:30|16:30|0.0|1.5|147.84|147.84|288.41|4|Standard|Followup Required|2024-05-14|13:00|13:30 (Late)|N/A|User Training|Yes
1063|208|Troubleshooting|None|148|2024-09-26|08:00|13:42|1148.14|5.7|493.73|1641.8700000000001|2563.18|4|Standard|Followup Required|2024-09-25|08:00|09:15 (Late)|N/A|Software|Yes
1523|443|Custom Installation|None|59|2024-10-08|13:00|14:36|1301.29|1.6|134.54|1435.83|2991.6|3|Standard|Complete|2024-10-06|15:00|16:00 (Late)|N/A|Network|Yes
1127|73|Remote Support|None|119|2022-05-06|09:15|10:00|0.0|1.0|69.06|69.06|98.62|3|Standard|Complete|2022-05-03|12:00|12:15 (Late)|N/A|Maintenance|Yes
669|183|System Integration|None|100|2023-04-10|14:15|20:05|0.0|6.1|551.5|551.5|1074.24|3|Emergency|Complete|2023-04-07|16:00|16:30 (Late)|N/A|Configuration|Yes
400|573|Troubleshooting|117|43|2023-07-06|08:00|15:35|1077.23|7.6|551.08|1628.31|2734.05|5|Standard|Complete|2023-07-05|08:00|08:00 (Late)|N/A|Network|Yes
1397|169|Custom Installation|None|94|2021-01-08|10:45|12:00|1149.98|2.0|162.04|1312.02|2579.1|3|Emergency|Complete|2021-01-07|16:00|16:00 (Late)|N/A|Network|Yes
1708|462|Remote Support|None|160|2022-12-01|14:00|15:11|0.0|1.2|139.9|139.9|236.06|3|Standard|Complete|2022-11-28|13:00|14:30 (Late)|N/A|Network|Yes
1889|630|System Integration|None|36|2024-11-13|16:30|22:05|0.0|6.1|604.94|604.94|1136.4|5|Standard|Complete|2024-11-13|16:00|16:00|1|User Training|Yes
1519|251|System Upgrade|None|50|2023-05-14|10:45|11:36|1222.38|1.6|206.86|1429.2400000000002|2603.89|5|Standard|Complete|2023-05-14|08:00|08:00|1|Software|Yes
756|718|Design Consultation|1140|178|2024-07-14|15:15|23:41|0.0|12.7|997.58|997.58|1918.77|3|Standard|Followup Required|2024-07-12|12:00|13:00 (Late)|N/A|Hardware|No
1354|471|System Integration|None|117|2022-01-06|15:30|21:00|0.0|6.0|590.82|590.82|1172.36|4|Standard|Complete|2022-01-03|13:00|14:45 (Late)|N/A|Maintenance|Yes
265|685|System Integration|101|174|2025-02-05|13:30|14:23|0.0|1.4|180.22|180.22|323.93|3|Standard|Complete|2025-02-02|15:00|15:45 (Late)|N/A|Software|Yes
1641|390|System Upgrade|1004|67|2021-11-18|15:00|22:54|663.2|7.9|645.59|1308.79|2599.45|3|Standard|Complete|2021-11-18|10:00|10:00|1|Hardware|Yes
1495|529|Custom Installation|None|46|2023-07-14|14:15|15:48|355.6|1.8|129.35|484.95000000000005|987.93|4|Standard|Complete|2023-07-11|15:00|15:00 (Late)|N/A|Integration|No
823|777|Custom Installation|None|101|2024-06-30|13:00|14:00|541.1|1.0|109.53|650.63|1115.91|4|Standard|Complete|2024-06-29|11:00|11:30 (Late)|N/A|User Training|Yes
301|777|System Integration|506|135|2024-06-23|15:00|15:48|0.0|0.8|97.9|97.9|201.2|3|Standard|Complete|2024-06-20|14:00|15:30 (Late)|N/A|Software|Yes
556|120|Troubleshooting|606|53|2022-08-17|11:15|12:23|1170.53|1.4|134.18|1304.71|2031.46|5|Standard|Complete|2022-08-17|14:00|14:45 (Late)|N/A|Integration|Yes
1558|4|Troubleshooting|None|194|2025-01-25|15:15|16:36|80.0|1.6|106.54|186.54000000000002|306.89|4|Standard|Complete|2025-01-24|13:00|13:15 (Late)|N/A|Hardware|Yes
1905|131|Troubleshooting|None|53|2023-02-18|13:30|20:17|1060.13|7.3|699.63|1759.7600000000002|2760.79|4|Standard|Complete|2023-02-15|13:00|13:00 (Late)|N/A|Hardware|Yes
147|45|Design Consultation|None|93|2024-02-12|08:15|13:30|0.0|5.5|481.91|481.91|994.09|5|Standard|Followup Required|2024-02-10|15:00|15:15 (Late)|N/A|Integration|Yes
423|585|Custom Installation|None|145|2021-03-18|11:30|12:23|1525.84|1.4|87.95|1613.79|3056.86|4|Standard|Complete|2021-03-18|08:00|08:00|1|Hardware|Yes
111|244|Troubleshooting|None|178|2024-12-07|11:45|12:11|650.39|1.2|94.26|744.65|1141.62|3|Standard|Complete|2024-12-05|13:00|13:30 (Late)|N/A|Software|No
1637|284|Remote Support|None|10|2023-07-16|15:30|17:42|0.0|2.7|217.84|217.84|343.78|4|Standard|Complete|2023-07-14|10:00|10:30 (Late)|N/A|Configuration|No
1109|154|Design Consultation|None|199|2025-02-21|11:00|14:00|0.0|3.0|286.53|286.53|571.04|4|Standard|Complete|2025-02-18|12:00|12:30 (Late)|N/A|Maintenance|Yes
1418|191|Custom Installation|None|10|2024-01-24|11:00|17:12|275.07|6.2|500.22|775.29|1289.62|5|Standard|Complete|2024-01-23|15:00|15:00 (Late)|N/A|User Training|Yes
433|267|System Upgrade|1073|159|2024-09-10|14:30|16:47|1213.44|2.8|243.01|1456.45|2894.78|4|Standard|Complete|2024-09-09|12:00|12:45 (Late)|N/A|Software|Yes
553|704|System Upgrade|None|148|2021-06-08|12:00|14:06|1063.18|2.1|181.9|1245.0800000000002|1786.47|4|Standard|Complete|2021-06-08|16:00|16:45 (Late)|N/A|Network|Yes
1334|795|Remote Support|None|29|2025-01-04|14:45|15:42|0.0|1.7|223.4|223.4|377.92|4|Standard|Followup Required|2025-01-04|08:00|08:45 (Late)|N/A|Network|Yes
325|386|Design Consultation|527|104|2025-02-10|16:45|17:48|0.0|1.8|142.88|142.88|201.34|5|Standard|Complete|2025-02-09|11:00|12:45 (Late)|N/A|Network|Yes
626|261|Custom Installation|None|81|2024-02-29|10:15|12:36|94.28|2.6|231.01|325.28999999999996|677.24|3|Standard|Complete|2024-02-29|12:00|13:00 (Late)|N/A|User Training|No
291|784|Remote Support|None|152|2022-10-12|10:45|13:36|0.0|3.6|285.91|285.91|609.51|5|Standard|Followup Required|2022-10-11|16:00|17:00 (Late)|N/A|Network|No
1237|680|Remote Support|None|39|2022-03-20|15:15|19:47|0.0|4.8|277.54|277.54|459.88|5|Priority|Complete|2022-03-18|10:00|11:00 (Late)|N/A|Software|Yes
1191|413|System Upgrade|None|143|2024-11-06|15:45|15:42|1460.8|0.7|78.82|1539.62|3308.78|3|Standard|Complete|2024-11-03|16:00|17:00 (Late)|N/A|Software|Yes
1953|537|Troubleshooting|None|103|2024-01-11|14:15|14:48|413.24|0.8|103.23|516.47|872.03|3|Standard|Complete|2024-01-11|09:00|09:00|1|Integration|Yes
751|347|Premium Maintenance|None|27|2023-06-19|10:30|17:30|75.61|7.5|730.65|806.26|1168.03|5|Standard|Complete|2023-06-18|10:00|11:15 (Late)|N/A|Network|Yes
842|590|Custom Installation|625|59|2024-09-18|11:45|17:54|830.57|6.9|580.22|1410.79|2068.25|5|Standard|Complete|2024-09-17|16:00|16:45 (Late)|N/A|Software|Yes
299|132|Troubleshooting|541|96|2024-11-07|09:30|10:42|1485.72|1.7|95.85|1581.57|2520.65|5|Standard|Complete|2024-11-04|14:00|15:15 (Late)|N/A|Integration|Yes
1225|260|Remote Support|None|88|2022-01-19|16:45|20:35|0.0|4.6|438.56|438.56|639.56|3|Standard|Complete|2022-01-18|14:00|15:45 (Late)|N/A|Maintenance|Yes
1146|636|Premium Maintenance|None|73|2023-06-10|11:00|13:00|26.71|2.0|165.12|191.83|292.58|4|Standard|Complete|2023-06-09|09:00|09:45 (Late)|N/A|Integration|Yes
1201|444|Premium Maintenance|None|7|2024-06-12|10:00|10:36|11.34|0.6|54.29|65.63|99.36|4|Standard|Complete|2024-06-12|10:00|10:00|1|User Training|Yes
1360|631|Remote Support|1078|14|2024-04-18|12:15|13:53|0.0|1.9|240.52|240.52|345.35|4|Standard|Complete|2024-04-15|15:00|16:30 (Late)|N/A|Integration|Yes
549|271|Design Consultation|150|113|2023-01-18|08:00|13:12|0.0|5.2|426.5|426.5|884.73|3|Standard|Complete|2023-01-18|15:00|15:45 (Late)|N/A|Integration|Yes
1087|770|Remote Support|None|187|2021-08-30|10:00|11:42|0.0|1.7|126.62|126.62|264.93|3|Standard|Complete|2021-08-30|09:00|09:15|1|Configuration|Yes
1596|663|System Upgrade|None|22|2021-08-12|14:00|15:53|101.74|1.9|162.77|264.51|381.88|4|Standard|Complete|2021-08-12|15:00|16:15 (Late)|N/A|Hardware|Yes
1783|438|Custom Installation|None|73|2022-11-19|10:15|11:18|798.57|1.3|107.33|905.9000000000001|1286.0|4|Standard|Complete|2022-11-17|14:00|15:15 (Late)|N/A|Software|Yes
804|162|Troubleshooting|None|163|2024-08-14|09:30|13:05|1078.46|4.1|353.26|1431.72|2147.01|4|Standard|Complete|2024-08-12|09:00|10:30 (Late)|N/A|Software|Yes
547|3|Custom Installation|447|40|2022-06-15|08:00|09:00|154.66|1.0|110.79|265.45|540.03|3|Standard|Complete|2022-06-13|12:00|12:00 (Late)|N/A|Maintenance|Yes
292|452|Design Consultation|973|120|2022-03-25|11:15|13:00|0.0|2.0|218.32|218.32|371.08|3|Standard|Complete|2022-03-24|13:00|14:00 (Late)|N/A|User Training|Yes
1504|572|Remote Support|None|80|2022-12-09|12:00|13:48|0.0|1.8|122.04|122.04|246.56|5|Standard|Complete|2022-12-08|09:00|09:00 (Late)|N/A|Network|Yes
1399|233|Troubleshooting|495|87|2022-11-28|13:00|16:23|1552.06|3.4|319.77|1871.83|3032.56|4|Standard|Complete|2022-11-28|14:00|14:45 (Late)|N/A|Configuration|Yes
1794|145|Premium Maintenance|1115|186|2024-12-03|16:00|16:42|102.44|0.7|85.75|188.19|361.72|5|Standard|Followup Required|2024-12-03|12:00|12:00|1|Network|No
999|132|System Integration|697|80|2025-01-11|10:15|12:00|0.0|2.0|135.6|135.6|208.74|3|Standard|Complete|2025-01-11|11:00|12:45 (Late)|N/A|Maintenance|No
188|681|Design Consultation|None|48|2023-04-30|13:30|14:42|0.0|1.7|97.73|97.73|205.88|5|Standard|Complete|2023-04-29|10:00|11:00 (Late)|N/A|Configuration|Yes
234|767|Custom Installation|199|22|2024-04-26|08:30|11:47|839.28|3.8|325.55|1164.83|1985.18|3|Standard|Complete|2024-04-24|11:00|12:45 (Late)|N/A|Hardware|No
53|591|Remote Support|250|197|2023-07-14|11:00|18:17|0.0|7.3|788.03|788.03|1176.13|4|Standard|Complete|2023-07-12|13:00|13:15 (Late)|N/A|Hardware|Yes
694|579|Remote Support|None|117|2022-04-21|10:00|13:00|0.0|3.0|295.41|295.41|631.58|3|Standard|Complete|2022-04-20|08:00|08:00 (Late)|N/A|User Training|Yes
639|154|Design Consultation|None|174|2021-08-30|10:00|10:36|0.0|0.6|77.24|77.24|157.05|3|Standard|Complete|2021-08-30|16:00|17:45 (Late)|N/A|User Training|Yes
521|429|Premium Maintenance|409|60|2024-09-15|09:30|12:17|41.2|3.3|333.76|374.96|680.79|4|Standard|Complete|2024-09-14|11:00|11:30 (Late)|N/A|Software|Yes
37|261|System Integration|None|186|2024-05-18|12:00|15:23|0.0|3.4|416.5|416.5|771.14|4|Standard|Complete|2024-05-18|10:00|11:45 (Late)|N/A|Software|Yes
1955|167|System Upgrade|None|170|2024-11-22|08:00|13:24|717.71|5.4|413.75|1131.46|1757.52|4|Standard|Complete|2024-11-22|13:00|13:45 (Late)|N/A|Integration|Yes
1215|472|System Upgrade|None|178|2024-03-21|12:00|13:23|1212.45|1.4|109.97|1322.42|1906.8|4|Standard|Complete|2024-03-18|12:00|12:15 (Late)|N/A|Configuration|Yes
544|750|Premium Maintenance|None|49|2023-06-28|11:45|18:12|57.19|7.2|575.42|632.6099999999999|1303.72|5|Standard|Complete|2023-06-28|10:00|11:45 (Late)|N/A|Configuration|Yes
1664|226|System Upgrade|None|100|2024-01-15|15:15|16:30|1551.09|1.5|135.62|1686.71|2950.76|4|Standard|Complete|2024-01-13|16:00|16:30 (Late)|N/A|Network|Yes
884|626|Premium Maintenance|None|156|2024-07-08|12:00|18:12|12.49|6.2|493.09|505.58|830.79|4|Standard|Complete|2024-07-07|14:00|14:15 (Late)|N/A|Integration|Yes
833|697|Custom Installation|1190|53|2023-12-25|09:45|09:36|392.85|0.6|57.5|450.35|642.07|3|Standard|Complete|2023-12-25|14:00|14:00|1|User Training|Yes
821|145|System Upgrade|1115|88|2024-10-16|10:30|11:00|118.54|1.0|95.34|213.88|318.97|5|Standard|Complete|2024-10-13|11:00|12:30 (Late)|N/A|Integration|Yes
1357|221|Design Consultation|None|67|2021-03-07|11:30|12:06|0.0|1.1|89.89|89.89|155.29|5|Standard|Complete|2021-03-05|09:00|10:15 (Late)|N/A|Configuration|Yes
1999|539|Premium Maintenance|None|95|2024-02-14|13:00|19:00|48.93|6.0|532.2|581.13|983.97|4|Standard|Followup Required|2024-02-11|15:00|15:15 (Late)|N/A|Integration|Yes
206|303|Custom Installation|554|93|2024-10-20|13:30|21:00|152.64|8.0|700.96|853.6|1641.88|3|Standard|Followup Required|2024-10-20|08:00|08:00|1|Hardware|Yes
1058|166|Premium Maintenance|382|98|2024-09-17|11:15|18:00|57.29|7.0|543.41|600.6999999999999|1262.24|4|Standard|Complete|2024-09-14|14:00|15:00 (Late)|N/A|User Training|Yes
1623|424|System Upgrade|794|6|2024-05-23|16:45|18:36|561.56|2.6|155.66|717.2199999999999|1128.4|4|Standard|Complete|2024-05-21|15:00|15:15 (Late)|N/A|User Training|No
1321|324|System Integration|None|145|2024-11-07|11:00|14:47|0.0|3.8|238.72|238.72|504.67|3|Standard|Complete|2024-11-07|11:00|11:15|1|Integration|Yes
838|486|System Upgrade|None|111|2022-05-10|16:00|18:23|650.69|2.4|162.62|813.3100000000001|1663.46|5|Standard|Complete|2022-05-09|11:00|12:30 (Late)|N/A|User Training|Yes
308|570|Premium Maintenance|30|73|2023-12-25|10:45|10:36|81.56|0.6|49.54|131.1|229.06|4|Standard|Complete|2023-12-24|08:00|08:00 (Late)|N/A|Hardware|Yes
1062|571|Troubleshooting|296|46|2023-03-13|13:45|14:23|848.68|1.4|100.6|949.28|1558.41|4|Standard|Complete|2023-03-12|13:00|14:15 (Late)|N/A|User Training|Yes
1525|511|Custom Installation|268|100|2025-03-19|11:15|12:36|1053.16|1.6|144.66|1197.8200000000002|2390.83|5|Standard|Complete|2025-03-17|08:00|08:00 (Late)|N/A|Integration|Yes
701|427|Design Consultation|None|24|2023-10-08|16:15|19:00|0.0|3.0|217.41|217.41|368.36|3|Standard|Complete|2023-10-06|16:00|16:45 (Late)|N/A|Network|Yes
886|416|Premium Maintenance|None|99|2022-01-26|14:30|15:06|16.2|1.1|80.3|96.5|163.96|4|Standard|Complete|2022-01-26|16:00|17:30 (Late)|N/A|Network|No
1048|419|Design Consultation|455|113|2024-07-17|09:45|13:47|0.0|4.8|393.7|393.7|803.86|4|Standard|Complete|2024-07-15|13:00|13:45 (Late)|N/A|Configuration|Yes
449|647|Remote Support|440|176|2024-11-19|11:00|15:24|0.0|4.4|490.2|490.2|705.62|4|Standard|Followup Required|2024-11-16|12:00|13:00 (Late)|N/A|Maintenance|Yes
429|497|Remote Support|1152|128|2023-07-16|10:15|11:06|0.0|1.1|66.92|66.92|115.93|4|Standard|Complete|2023-07-13|08:00|08:00 (Late)|N/A|Maintenance|Yes
253|118|Premium Maintenance|770|119|2024-11-07|10:15|10:48|87.73|0.8|55.25|142.98000000000002|216.09|4|Standard|Complete|2024-11-04|13:00|14:45 (Late)|N/A|Maintenance|Yes
1405|51|Design Consultation|927|128|2024-12-26|11:45|12:18|0.0|1.3|79.09|79.09|152.4|5|Standard|Complete|2024-12-26|11:00|11:45 (Late)|N/A|Integration|Yes
687|688|Remote Support|None|153|2022-06-30|13:15|18:47|0.0|5.8|616.6|616.6|1340.26|5|Standard|Complete|2022-06-29|16:00|17:00 (Late)|N/A|Hardware|No
912|369|Remote Support|1109|176|2023-09-05|12:30|16:47|0.0|4.8|534.77|534.77|1079.21|4|Standard|Complete|2023-09-03|14:00|14:45 (Late)|N/A|Integration|No
1013|512|Custom Installation|960|37|2023-06-06|09:30|12:47|41.57|3.8|234.23|275.8|559.29|5|Standard|Complete|2023-06-03|16:00|17:15 (Late)|N/A|Network|Yes
1713|594|System Upgrade|116|45|2025-02-06|09:30|15:35|1636.89|6.6|472.16|2109.05|3890.12|3|Standard|Complete|2025-02-04|09:00|09:45 (Late)|N/A|Network|Yes
793|470|Design Consultation|None|137|2021-09-28|12:15|13:48|0.0|1.8|102.89|102.89|179.4|4|Standard|Complete|2021-09-25|08:00|09:15 (Late)|N/A|Software|Yes
693|684|Remote Support|203|67|2024-08-23|13:00|13:42|0.0|0.7|57.2|57.2|107.52|5|Standard|Complete|2024-08-21|13:00|14:00 (Late)|N/A|Software|Yes
630|579|Design Consultation|180|128|2024-03-08|16:00|23:54|0.0|7.9|480.64|480.64|1047.0|5|Standard|Complete|2024-03-07|08:00|09:30 (Late)|N/A|Network|No
781|616|System Upgrade|226|144|2022-11-01|10:00|14:12|327.34|4.2|468.97|796.31|1171.58|5|Standard|Complete|2022-10-29|08:00|09:00 (Late)|N/A|Maintenance|Yes
944|526|Remote Support|None|24|2021-10-23|14:45|17:23|0.0|3.4|246.4|246.4|453.72|4|Standard|Complete|2021-10-21|15:00|16:30 (Late)|N/A|Maintenance|No
3|672|Design Consultation|434|200|2022-04-29|12:15|15:23|0.0|3.4|283.59|283.59|458.53|5|Standard|Complete|2022-04-29|14:00|14:00|1|Network|Yes
330|160|Design Consultation|None|165|2024-11-19|11:15|12:42|0.0|1.7|151.27|151.27|332.16|5|Standard|Complete|2024-11-16|12:00|13:30 (Late)|N/A|User Training|Yes
438|119|System Integration|None|38|2023-04-13|14:00|16:47|0.0|2.8|199.16|199.16|434.77|4|Standard|Complete|2023-04-12|15:00|16:15 (Late)|N/A|Maintenance|Yes
255|778|System Integration|None|88|2022-11-02|11:00|11:42|0.0|0.7|66.74|66.74|138.23|3|Standard|Complete|2022-10-30|10:00|11:15 (Late)|N/A|Hardware|Yes
1591|622|Premium Maintenance|None|17|2021-03-04|09:45|10:18|20.77|1.3|163.03|183.8|395.85|4|Standard|Complete|2021-03-03|16:00|17:30 (Late)|N/A|Software|Yes
1448|593|System Integration|935|104|2024-12-02|14:45|15:48|0.0|1.8|142.88|142.88|283.06|5|Standard|Complete|2024-11-30|12:00|12:15 (Late)|N/A|Software|No
1473|77|Custom Installation|389|166|2021-12-16|16:45|16:42|1022.73|0.7|53.3|1076.03|2140.33|3|Standard|Complete|2021-12-15|13:00|13:30 (Late)|N/A|Network|Yes
933|133|Premium Maintenance|553|36|2025-01-18|13:15|14:42|97.55|1.7|168.59|266.14|497.28|3|Standard|Complete|2025-01-18|10:00|10:15|1|Software|Yes
406|493|System Integration|None|132|2021-09-25|12:00|15:42|0.0|3.7|284.27|284.27|506.96|5|Standard|Complete|2021-09-25|09:00|10:30 (Late)|N/A|Hardware|Yes
550|416|Troubleshooting|1147|80|2023-01-11|09:00|11:06|654.63|2.1|142.38|797.01|1517.81|3|Standard|Followup Required|2023-01-08|09:00|09:45 (Late)|N/A|Configuration|Yes
620|15|Custom Installation|1040|101|2023-11-14|15:30|16:18|1265.55|1.3|142.39|1407.94|2523.07|4|Emergency|Complete|2023-11-12|12:00|13:00 (Late)|N/A|Software|No
183|531|Remote Support|None|100|2022-07-10|15:30|21:00|0.0|6.0|542.46|542.46|910.04|4|Standard|Complete|2022-07-08|15:00|15:00 (Late)|N/A|Hardware|Yes
120|246|Custom Installation|None|11|2023-11-30|12:15|23:18|650.71|11.3|838.12|1488.83|2107.32|5|Standard|Complete|2023-11-29|16:00|16:45 (Late)|N/A|Software|Yes
1034|766|Design Consultation|None|23|2022-09-02|13:30|18:24|0.0|5.4|347.27|347.27|516.53|3|Standard|Followup Required|2022-09-02|15:00|16:45 (Late)|N/A|Software|Yes
1572|416|Premium Maintenance|1164|104|2023-03-05|14:15|14:48|43.04|0.8|63.5|106.53999999999999|209.76|4|Standard|Complete|2023-03-03|14:00|15:00 (Late)|N/A|Configuration|Yes
1770|712|System Integration|677|194|2024-04-18|15:15|15:54|0.0|0.9|59.93|59.93|100.14|4|Standard|Complete|2024-04-17|13:00|14:30 (Late)|N/A|Integration|Yes
1365|235|System Integration|394|8|2025-01-08|10:45|10:48|0.0|0.8|66.42|66.42|128.6|5|Standard|Complete|2025-01-07|14:00|15:30 (Late)|N/A|Software|No
1165|652|System Upgrade|None|87|2022-10-29|14:15|19:35|597.27|5.6|526.68|1123.9499999999998|1944.72|4|Standard|Complete|2022-10-28|08:00|09:00 (Late)|N/A|User Training|Yes
1242|727|System Integration|699|99|2024-09-07|14:15|16:23|0.0|2.4|175.2|175.2|268.12|3|Standard|Complete|2024-09-06|10:00|11:45 (Late)|N/A|Integration|Yes
163|518|Premium Maintenance|335|72|2024-11-05|15:45|16:23|84.68|1.4|126.07|210.75|300.07|5|Standard|Complete|2024-11-02|15:00|16:45 (Late)|N/A|Configuration|Yes
581|427|Premium Maintenance|None|78|2021-06-02|16:45|16:48|57.24|0.8|90.75|147.99|273.24|4|Standard|Complete|2021-06-02|12:00|12:45 (Late)|N/A|Network|Yes
1467|363|Custom Installation|None|32|2024-07-08|09:45|11:36|186.21|2.6|229.27|415.48|697.81|5|Standard|Complete|2024-07-07|15:00|15:15 (Late)|N/A|Integration|Yes
140|782|Custom Installation|691|143|2025-02-20|08:00|09:06|1050.3|1.1|123.86|1174.1599999999999|1769.02|4|Standard|Complete|2025-02-18|16:00|17:00 (Late)|N/A|Network|No
1435|527|Premium Maintenance|None|48|2021-01-17|16:00|18:00|5.81|2.0|114.98|120.79|214.72|5|Standard|Complete|2021-01-16|10:00|11:45 (Late)|N/A|Network|Yes
915|39|Troubleshooting|790|5|2024-07-28|12:15|13:23|1644.85|1.4|81.31|1726.1599999999999|3498.12|3|Standard|Complete|2024-07-28|12:00|13:00 (Late)|N/A|Software|Yes
489|589|Design Consultation|831|27|2025-02-17|16:30|23:05|0.0|7.1|691.68|691.68|1439.37|5|Standard|Complete|2025-02-14|08:00|09:45 (Late)|N/A|Configuration|Yes
1457|233|Troubleshooting|411|62|2022-07-21|13:45|19:17|187.11|6.3|461.54|648.6500000000001|1115.3|4|Standard|Complete|2022-07-20|15:00|15:45 (Late)|N/A|Hardware|No
1449|778|Custom Installation|1125|166|2022-04-24|08:00|22:48|904.25|14.8|1127.02|2031.27|2980.8|4|Standard|Complete|2022-04-21|13:00|14:45 (Late)|N/A|Software|Yes
1595|540|Custom Installation|None|27|2023-06-25|12:00|14:36|820.67|2.6|253.29|1073.96|2015.19|3|Standard|Complete|2023-06-22|10:00|11:45 (Late)|N/A|Configuration|Yes
1920|468|Premium Maintenance|173|71|2024-09-13|15:45|15:42|73.6|0.7|63.24|136.84|246.7|3|Standard|Complete|2024-09-13|15:00|15:15|1|Integration|Yes
1255|568|Design Consultation|352|181|2022-08-11|08:00|08:36|0.0|0.6|33.35|33.35|73.11|3|Standard|Complete|2022-08-09|11:00|12:15 (Late)|N/A|Integration|Yes
619|571|System Integration|None|87|2023-12-16|15:30|15:54|0.0|0.9|84.64|84.64|171.3|5|Standard|Complete|2023-12-15|12:00|13:30 (Late)|N/A|Maintenance|Yes
422|134|Troubleshooting|None|155|2021-02-17|11:00|11:48|420.07|0.8|78.66|498.73|724.38|3|Standard|Complete|2021-02-17|11:00|11:00|1|Hardware|Yes
284|206|Custom Installation|None|42|2024-12-27|09:45|13:05|267.7|4.1|251.58|519.28|930.08|3|Standard|Complete|2024-12-27|08:00|08:00|1|User Training|Yes
511|149|Design Consultation|None|38|2022-11-21|12:45|17:05|0.0|5.1|362.76|362.76|757.13|5|Priority|Complete|2022-11-21|11:00|11:45 (Late)|N/A|Integration|Yes
1601|616|Remote Support|226|30|2024-07-16|10:30|10:42|0.0|0.7|67.11|67.11|126.56|5|Standard|Complete|2024-07-14|13:00|14:15 (Late)|N/A|Maintenance|Yes
583|732|Premium Maintenance|None|1|2024-03-20|10:30|12:00|79.97|2.0|208.08|288.05|485.26|5|Standard|Complete|2024-03-18|13:00|13:15 (Late)|N/A|Configuration|Yes
1968|379|Custom Installation|None|70|2021-04-25|11:15|12:36|526.23|1.6|167.33|693.5600000000001|1074.96|4|Priority|Complete|2021-04-23|08:00|08:15 (Late)|N/A|Maintenance|Yes
1244|289|System Integration|404|25|2024-12-05|12:15|15:06|0.0|3.1|220.57|220.57|320.52|4|Standard|Complete|2024-12-02|14:00|15:15 (Late)|N/A|Hardware|Yes
618|464|Remote Support|None|40|2021-04-20|10:30|13:12|0.0|3.2|354.53|354.53|632.86|4|Standard|Complete|2021-04-19|13:00|13:30 (Late)|N/A|Software|Yes
127|576|Remote Support|1012|103|2023-04-04|09:30|10:36|0.0|1.6|206.46|206.46|303.05|3|Standard|Complete|2023-04-03|15:00|16:45 (Late)|N/A|Configuration|Yes
1939|682|Premium Maintenance|1065|102|2024-02-17|14:45|15:23|97.35|1.4|91.95|189.3|398.35|3|Standard|Complete|2024-02-15|09:00|09:45 (Late)|N/A|Software|No
1896|506|Remote Support|None|23|2021-02-13|16:45|17:06|0.0|1.1|70.74|70.74|136.23|5|Standard|Complete|2021-02-11|13:00|14:45 (Late)|N/A|Software|No
1455|435|System Upgrade|None|175|2024-05-12|14:45|15:18|474.82|1.3|106.18|581.0|979.46|4|Standard|Complete|2024-05-10|15:00|16:30 (Late)|N/A|Software|Yes
1597|292|Remote Support|1085|173|2025-04-04|16:30|17:42|0.0|1.7|102.51|102.51|148.95|N/A|Standard|Complete|2025-04-04|14:00|15:45 (Late)|N/A|User Training|No
