BidID|CustomerID|BidDate|ProjectType|BidAmount|Status|RelatedProjectID|DeclineReason|CompetitorPrice|SalesPersonID
325|105|2024-09-27|Voice Control Integration|320317.87|Won|537|N/A|Unknown|106
326|609|2022-07-03|Smart Home Integration|330123.59|Won|237|N/A|Unknown|33
327|787|2025-01-14|Whole Home Battery Backup|54031.21|Won|576|N/A|Unknown|125
328|6|2023-03-23|Smart Water Management|55749.44|Won|321|N/A|Unknown|164
329|333|2024-12-29|Automated Lighting Control|228983.7|Won|958|N/A|Unknown|142
330|255|2021-03-29|Whole-Home Automation|233067.81|Won|1028|N/A|Unknown|123
331|31|2024-07-25|Luxury Home Theater|113969.05|Won|181|N/A|Unknown|86
332|689|2022-09-17|Whole-Home Automation|324281.91|Won|248|N/A|Unknown|189
333|420|2024-04-06|Custom Security System|83390.88|Won|378|N/A|Unknown|20
334|232|2024-06-11|Smart Water Management|54965.5|Won|1029|N/A|Unknown|28
335|593|2023-07-11|Custom Security System|19343.46|Won|935|N/A|Unknown|121
336|184|2023-05-20|Smart Water Management|87764.87|Won|109|N/A|Unknown|150
337|14|2021-06-23|Outdoor Entertainment System|318519.75|Won|633|N/A|Unknown|184
338|315|2024-05-19|Smart Water Management|103433.51|Won|127|N/A|Unknown|55
339|402|2020-12-23|Whole Home Battery Backup|164438.6|Won|656|N/A|Unknown|129
340|718|2022-03-16|Automated Shading Solutions|261932.55|Won|1140|N/A|Unknown|133
341|320|2021-08-11|Home Network Infrastructure|58313.41|Won|993|N/A|Unknown|164
342|612|2024-09-12|Automated Lighting Control|38767.33|Won|784|N/A|Unknown|106
343|346|2025-02-21|Automated Shading Solutions|246321.65|Won|1180|N/A|Unknown|130
344|684|2022-09-08|Voice Control Integration|297905.27|Won|203|N/A|Unknown|52
345|585|2022-01-23|Automated Shading Solutions|34367.68|Won|916|N/A|Unknown|125
346|628|2022-12-02|Smart Water Management|273204.62|Won|532|N/A|Unknown|109
347|707|2023-01-31|Whole-Home Automation|217233.47|Won|401|N/A|Unknown|21
348|136|2024-07-23|Golf Simulator Room|310059.13|Won|53|N/A|Unknown|110
349|754|2022-05-20|Outdoor Entertainment System|253049.37|Won|264|N/A|Unknown|9
350|254|2021-11-13|Home Network Infrastructure|240861.31|Won|748|N/A|Unknown|52
351|285|2021-03-14|Biometric Security System|89495.4|Won|227|N/A|Unknown|58
352|37|2023-08-01|Home Network Infrastructure|337325.19|Won|556|N/A|Unknown|130
353|306|2024-07-01|Whole Home Battery Backup|228205.08|Won|344|N/A|Unknown|106
354|439|2021-06-21|Custom Wine Cellar Monitoring|83995.02|Won|749|N/A|Unknown|109
355|309|2022-04-04|Biometric Security System|299184.64|Won|743|N/A|Unknown|139
356|297|2021-12-06|Multi-Room Audio Video|121027.71|Won|975|N/A|Unknown|64
357|98|2023-10-09|Smart Water Management|277489.05|Won|113|N/A|Unknown|12
358|233|2020-12-13|Custom Security System|268626.89|Won|495|N/A|Unknown|193
359|254|2021-12-30|Smart Home Integration|202835.04|Won|111|N/A|Unknown|77
360|271|2024-06-15|Multi-Room Audio Video|104571.72|Won|471|N/A|Unknown|177
361|106|2022-07-25|Integrated Climate Control|284455.42|Won|651|N/A|Unknown|13
362|239|2021-03-26|Outdoor Entertainment System|280798.17|Won|327|N/A|Unknown|151
363|22|2022-11-13|Custom Wine Cellar Monitoring|66536.69|Won|153|N/A|Unknown|123
364|190|2022-06-19|Golf Simulator Room|359093.19|Won|896|N/A|Unknown|28
365|114|2022-11-06|Home Network Infrastructure|160936.37|Won|945|N/A|Unknown|146
366|40|2021-11-26|Automated Lighting Control|170658.87|Won|698|N/A|Unknown|57
367|562|2021-08-15|Custom Wine Cellar Monitoring|255606.47|Won|737|N/A|Unknown|21
368|413|2023-02-23|Automated Lighting Control|218922.14|Won|809|N/A|Unknown|82
369|419|2021-06-09|Biometric Security System|231655.44|Won|717|N/A|Unknown|124
370|333|2023-12-30|Automated Shading Solutions|357389.39|Won|775|N/A|Unknown|189
371|391|2021-06-20|Luxury Home Theater|89125.82|Won|431|N/A|Unknown|79
372|213|2022-07-26|Multi-Room Audio Video|240259.27|Won|1060|N/A|Unknown|164
373|658|2022-04-14|Integrated Climate Control|189537.85|Won|463|N/A|Unknown|139
374|539|2024-12-04|Luxury Home Theater|50500.37|Won|778|N/A|Unknown|69
375|352|2023-05-25|Biometric Security System|371098.39|Won|47|N/A|Unknown|77
376|21|2022-10-28|Custom Security System|307877.68|Won|846|N/A|Unknown|123
377|449|2022-11-02|Automated Shading Solutions|349845.88|Won|138|N/A|Unknown|124
378|560|2023-03-13|Biometric Security System|202433.59|Won|979|N/A|Unknown|125
379|356|2022-05-05|Smart Home Integration|110873.51|Won|782|N/A|Unknown|56
380|708|2024-01-28|Whole-Home Automation|126616.69|Won|325|N/A|Unknown|15
381|305|2023-11-15|Whole Home Battery Backup|111145.05|Won|875|N/A|Unknown|193
382|678|2022-10-19|Biometric Security System|115357.12|Won|921|N/A|Unknown|57
383|768|2025-01-30|Multi-Room Audio Video|104124.61|Won|579|N/A|Unknown|77
384|392|2023-07-05|Voice Control Integration|297671.22|Won|239|N/A|Unknown|195
385|134|2023-04-30|Multi-Room Audio Video|218621.48|Won|1094|N/A|Unknown|69
386|509|2024-01-09|Biometric Security System|273225.32|Won|713|N/A|Unknown|169
387|703|2024-09-19|Smart Home Integration|146422.65|Won|29|N/A|Unknown|184
388|420|2021-12-18|Outdoor Entertainment System|356319.25|Won|609|N/A|Unknown|129
389|256|2023-01-12|Custom Wine Cellar Monitoring|303188.98|Won|659|N/A|Unknown|86
390|745|2022-03-08|Smart Water Management|349915.42|Won|966|N/A|Unknown|63
391|191|2024-12-23|Home Network Infrastructure|335795.21|Won|422|N/A|Unknown|58
392|419|2022-12-28|Voice Control Integration|217419.61|Won|600|N/A|Unknown|131
393|360|2024-08-06|Smart Home Integration|66708.02|Won|7|N/A|Unknown|69
394|266|2022-02-07|Integrated Climate Control|264609.83|Won|242|N/A|Unknown|189
395|699|2025-02-24|Smart Water Management|343114.77|Won|36|N/A|Unknown|52
396|565|2024-06-09|Golf Simulator Room|254325.75|Won|1066|N/A|Unknown|20
397|428|2024-12-31|Outdoor Entertainment System|177806.23|Won|17|N/A|Unknown|172
398|185|2021-11-13|Integrated Climate Control|149231.16|Won|676|N/A|Unknown|133
399|16|2021-06-22|Whole-Home Automation|83589.54|Won|197|N/A|Unknown|139
400|247|2023-07-07|Smart Home Integration|273648.25|Won|936|N/A|Unknown|169
401|631|2023-10-03|Whole Home Battery Backup|237274.36|Won|1139|N/A|Unknown|108
402|677|2023-09-08|Luxury Home Theater|113361.31|Won|724|N/A|Unknown|133
403|607|2025-01-25|Golf Simulator Room|179728.8|Won|707|N/A|Unknown|190
404|708|2024-10-31|Automated Lighting Control|228092.08|Won|1132|N/A|Unknown|28
405|299|2022-10-18|Automated Lighting Control|352357.64|Won|593|N/A|Unknown|190
406|756|2021-01-19|Custom Security System|223542.57|Won|256|N/A|Unknown|3
407|77|2021-03-08|Home Network Infrastructure|316513.82|Won|389|N/A|Unknown|20
408|212|2024-11-03|Integrated Climate Control|187324.6|Won|821|N/A|Unknown|149
409|570|2021-06-28|Smart Water Management|226167.31|Won|30|N/A|Unknown|121
410|746|2022-07-20|Biometric Security System|310404.71|Won|310|N/A|Unknown|109
411|678|2021-11-13|Luxury Home Theater|88843.52|Won|1170|N/A|Unknown|58
412|340|2024-02-16|Whole-Home Automation|314184.76|Won|561|N/A|Unknown|86
413|252|2023-09-05|Whole-Home Automation|92895.39|Won|559|N/A|Unknown|150
414|180|2024-10-09|Home Network Infrastructure|122595.28|Won|399|N/A|Unknown|69
415|671|2021-10-16|Home Network Infrastructure|272183.24|Won|970|N/A|Unknown|20
416|600|2023-09-16|Automated Shading Solutions|298693.9|Won|1103|N/A|Unknown|77
417|644|2023-10-20|Whole Home Battery Backup|252421.0|Won|326|N/A|Unknown|77
418|699|2024-11-16|Custom Security System|331645.88|Won|385|N/A|Unknown|106
419|587|2021-05-24|Multi-Room Audio Video|54515.7|Won|825|N/A|Unknown|16
420|714|2023-05-25|Biometric Security System|143470.57|Won|1033|N/A|Unknown|123
421|75|2023-05-28|Automated Shading Solutions|107854.4|Won|277|N/A|Unknown|58
422|432|2021-10-25|Home Network Infrastructure|42199.13|Won|507|N/A|Unknown|106
423|216|2024-11-11|Home Network Infrastructure|86363.83|Won|1063|N/A|Unknown|77
424|252|2023-04-13|Home Network Infrastructure|316552.03|Won|353|N/A|Unknown|69
425|473|2021-03-03|Whole Home Battery Backup|101373.32|Won|132|N/A|Unknown|177
426|528|2021-02-12|Whole Home Battery Backup|81056.36|Won|1153|N/A|Unknown|86
427|604|2020-12-29|Biometric Security System|322176.21|Won|233|N/A|Unknown|12
428|669|2024-07-02|Automated Shading Solutions|108157.59|Won|480|N/A|Unknown|16
429|168|2024-03-27|Whole-Home Automation|178701.5|Won|900|N/A|Unknown|79
430|475|2022-04-22|Voice Control Integration|270521.7|Won|1003|N/A|Unknown|56
431|516|2021-11-07|Automated Shading Solutions|379050.17|Won|1186|N/A|Unknown|75
432|77|2024-02-27|Smart Home Integration|97713.95|Won|202|N/A|Unknown|124
433|547|2022-05-06|Luxury Home Theater|183358.71|Won|50|N/A|Unknown|58
434|790|2020-12-08|Custom Security System|329651.57|Won|661|N/A|Unknown|12
435|664|2023-05-30|Outdoor Entertainment System|97396.97|Won|976|N/A|Unknown|109
436|248|2021-09-20|Smart Home Integration|111183.54|Won|1047|N/A|Unknown|139
437|224|2020-12-21|Outdoor Entertainment System|262600.16|Won|1154|N/A|Unknown|139
438|398|2025-01-23|Whole-Home Automation|261951.37|Won|15|N/A|Unknown|69
439|2|2024-03-04|Smart Home Integration|277193.03|Won|733|N/A|Unknown|20
440|55|2021-11-26|Multi-Room Audio Video|84944.75|Won|922|N/A|Unknown|51
441|75|2021-04-17|Biometric Security System|39810.41|Won|65|N/A|Unknown|124
442|167|2022-09-12|Automated Lighting Control|221061.29|Won|1100|N/A|Unknown|77
443|236|2024-09-26|Whole Home Battery Backup|115637.7|Won|740|N/A|Unknown|189
444|277|2022-03-23|Voice Control Integration|363842.31|Won|578|N/A|Unknown|169
445|777|2024-04-26|Integrated Climate Control|142433.54|Won|506|N/A|Unknown|172
446|78|2023-06-24|Whole Home Battery Backup|339115.65|Won|1123|N/A|Unknown|15
447|700|2024-09-07|Custom Wine Cellar Monitoring|91114.32|Won|773|N/A|Unknown|9
448|644|2021-06-13|Voice Control Integration|164746.9|Won|276|N/A|Unknown|133
449|768|2021-04-07|Automated Shading Solutions|150030.57|Won|509|N/A|Unknown|179
450|341|2022-05-20|Custom Wine Cellar Monitoring|360228.15|Won|907|N/A|Unknown|146
451|340|2024-11-05|Golf Simulator Room|371716.31|Won|823|N/A|Unknown|106
452|149|2024-03-19|Smart Home Integration|204714.99|Won|1145|N/A|Unknown|109
453|289|2024-06-03|Home Network Infrastructure|127526.83|Won|404|N/A|Unknown|184
454|711|2023-10-10|Multi-Room Audio Video|50994.27|Won|424|N/A|Unknown|147
455|336|2022-10-07|Outdoor Entertainment System|330498.9|Won|1124|N/A|Unknown|184
456|263|2022-06-03|Biometric Security System|112601.24|Won|1030|N/A|Unknown|172
457|620|2024-11-18|Automated Lighting Control|264995.46|Won|453|N/A|Unknown|158
458|458|2025-01-09|Voice Control Integration|53304.34|Won|320|N/A|Unknown|150
459|766|2024-06-03|Custom Wine Cellar Monitoring|342957.31|Won|8|N/A|Unknown|151
460|690|2024-09-11|Golf Simulator Room|203689.32|Won|881|N/A|Unknown|33
461|321|2023-05-10|Custom Security System|315902.45|Won|837|N/A|Unknown|63
462|69|2020-12-31|Smart Home Integration|282983.91|Won|619|N/A|Unknown|108
463|285|2023-08-02|Automated Shading Solutions|64232.03|Won|1121|N/A|Unknown|141
464|765|2021-05-11|Voice Control Integration|32491.45|Won|833|N/A|Unknown|189
465|565|2021-09-11|Biometric Security System|293652.74|Won|1173|N/A|Unknown|52
466|655|2022-09-27|Luxury Home Theater|231254.18|Won|343|N/A|Unknown|33
467|716|2021-05-23|Luxury Home Theater|111179.28|Won|73|N/A|Unknown|13
468|66|2022-02-09|Golf Simulator Room|22760.29|Won|322|N/A|Unknown|12
469|480|2024-04-19|Automated Lighting Control|274374.03|Won|331|N/A|Unknown|3
470|363|2024-04-18|Biometric Security System|158376.51|Won|883|N/A|Unknown|133
471|616|2021-11-15|Smart Home Integration|76083.61|Won|226|N/A|Unknown|112
472|470|2024-08-10|Automated Shading Solutions|223559.76|Won|1159|N/A|Unknown|21
473|89|2024-04-28|Automated Shading Solutions|318443.95|Won|777|N/A|Unknown|191
474|477|2024-10-28|Luxury Home Theater|245480.06|Won|158|N/A|Unknown|106
475|669|2022-04-05|Custom Security System|336021.54|Won|428|N/A|Unknown|121
476|800|2022-07-21|Automated Shading Solutions|31000.25|Won|742|N/A|Unknown|158
477|774|2024-08-08|Outdoor Entertainment System|333302.46|Won|1013|N/A|Unknown|12
478|256|2022-08-10|Biometric Security System|177232.33|Won|519|N/A|Unknown|185
479|430|2021-10-09|Integrated Climate Control|258315.32|Won|722|N/A|Unknown|21
480|714|2022-01-26|Smart Home Integration|384257.28|Won|769|N/A|Unknown|33
481|776|2022-11-05|Smart Water Management|368447.95|Won|167|N/A|Unknown|112
482|77|2021-07-26|Smart Water Management|127920.92|Won|384|N/A|Unknown|121
483|595|2023-11-28|Automated Lighting Control|48619.13|Won|1130|N/A|Unknown|129
484|579|2024-01-18|Custom Security System|218788.83|Won|180|N/A|Unknown|9
485|700|2023-03-26|Smart Home Integration|269604.8|Won|801|N/A|Unknown|184
486|318|2022-05-12|Smart Water Management|130197.41|Won|512|N/A|Unknown|86
487|478|2022-01-04|Custom Security System|44994.38|Won|626|N/A|Unknown|196
488|711|2021-02-15|Luxury Home Theater|263251.15|Won|95|N/A|Unknown|82
489|715|2021-05-18|Custom Security System|57353.51|Won|666|N/A|Unknown|140
490|680|2022-08-06|Custom Security System|345829.68|Won|549|N/A|Unknown|123
491|751|2022-02-02|Integrated Climate Control|252982.06|Won|367|N/A|Unknown|12
492|399|2025-03-18|Outdoor Entertainment System|162868.91|Won|814|N/A|Unknown|129
493|44|2024-12-18|Voice Control Integration|365865.51|Won|693|N/A|Unknown|149
494|559|2022-01-21|Automated Shading Solutions|317219.78|Won|222|N/A|Unknown|15
495|151|2023-11-14|Integrated Climate Control|85214.46|Won|289|N/A|Unknown|79
496|24|2024-03-25|Whole-Home Automation|231461.17|Won|165|N/A|Unknown|52
497|778|2022-02-19|Luxury Home Theater|318645.18|Won|1125|N/A|Unknown|9
498|268|2021-05-16|Integrated Climate Control|261991.16|Won|231|N/A|Unknown|3
499|383|2025-02-14|Biometric Security System|194210.97|Won|235|N/A|Unknown|54
500|492|2024-10-03|Automated Lighting Control|133795.78|Won|516|N/A|Unknown|196
501|401|2022-01-01|Smart Water Management|315311.19|Won|140|N/A|Unknown|139
502|441|2021-12-05|Multi-Room Audio Video|57279.19|Won|1198|N/A|Unknown|56
503|57|2021-11-10|Whole-Home Automation|249959.87|Won|640|N/A|Unknown|169
504|650|2024-04-24|Whole Home Battery Backup|44313.39|Won|623|N/A|Unknown|158
505|218|2022-05-21|Integrated Climate Control|38739.21|Won|806|N/A|Unknown|75
506|723|2021-05-28|Custom Security System|196681.52|Won|544|N/A|Unknown|125
507|124|2022-09-12|Golf Simulator Room|112375.49|Won|420|N/A|Unknown|125
508|213|2023-04-22|Biometric Security System|356871.15|Won|493|N/A|Unknown|52
509|308|2023-07-10|Voice Control Integration|310269.51|Won|617|N/A|Unknown|61
510|144|2023-07-04|Outdoor Entertainment System|366623.29|Won|438|N/A|Unknown|198
511|703|2025-01-28|Whole-Home Automation|125834.28|Won|1042|N/A|Unknown|57
512|253|2023-02-18|Smart Home Integration|290531.07|Won|482|N/A|Unknown|28
513|134|2021-02-20|Luxury Home Theater|372196.88|Won|597|N/A|Unknown|177
514|760|2022-11-04|Home Network Infrastructure|247943.74|Won|580|N/A|Unknown|177
515|565|2025-02-19|Smart Home Integration|312958.61|Won|1081|N/A|Unknown|12
516|134|2022-10-16|Biometric Security System|174124.68|Won|799|N/A|Unknown|147
517|756|2024-06-26|Smart Water Management|69703.9|Won|1138|N/A|Unknown|108
518|567|2024-01-24|Voice Control Integration|184002.46|Won|1|N/A|Unknown|109
519|436|2022-09-19|Custom Wine Cellar Monitoring|90652.08|Won|1165|N/A|Unknown|124
520|628|2023-07-15|Automated Lighting Control|248146.69|Won|1102|N/A|Unknown|13
521|40|2023-04-30|Integrated Climate Control|243025.83|Won|992|N/A|Unknown|33
522|352|2025-03-17|Home Network Infrastructure|367960.31|Won|1021|N/A|Unknown|82
523|657|2023-01-20|Custom Wine Cellar Monitoring|91517.09|Won|207|N/A|Unknown|55
524|759|2021-05-14|Multi-Room Audio Video|224658.3|Won|483|N/A|Unknown|164
525|186|2021-07-24|Multi-Room Audio Video|16904.38|Won|28|N/A|Unknown|55
526|497|2022-11-06|Custom Security System|258184.88|Won|1152|N/A|Unknown|106
527|366|2022-03-06|Golf Simulator Room|244591.26|Won|1120|N/A|Unknown|82
528|382|2025-03-31|Multi-Room Audio Video|51272.11|Won|103|N/A|Unknown|108
529|751|2022-09-23|Smart Home Integration|204702.79|Won|538|N/A|Unknown|75
530|264|2024-11-23|Multi-Room Audio Video|310359.87|Won|10|N/A|Unknown|131
531|428|2024-09-10|Smart Water Management|312710.29|Won|1175|N/A|Unknown|33
532|419|2021-06-05|Whole Home Battery Backup|192906.93|Won|455|N/A|Unknown|196
533|293|2022-08-29|Custom Security System|201516.73|Won|1000|N/A|Unknown|172
534|432|2024-07-20|Whole Home Battery Backup|44822.81|Won|504|N/A|Unknown|190
535|800|2020-12-21|Whole Home Battery Backup|154556.42|Won|574|N/A|Unknown|123
536|680|2024-06-24|Voice Control Integration|245886.47|Won|912|N/A|Unknown|21
537|326|2021-06-15|Automated Lighting Control|19692.2|Won|543|N/A|Unknown|28
538|103|2024-01-09|Automated Shading Solutions|335493.03|Won|288|N/A|Unknown|69
539|468|2023-10-12|Smart Home Integration|158182.02|Won|173|N/A|Unknown|190
540|216|2023-10-17|Automated Shading Solutions|106418.28|Won|1168|N/A|Unknown|140
541|383|2021-12-11|Whole-Home Automation|122213.25|Won|423|N/A|Unknown|57
542|792|2023-07-03|Biometric Security System|286210.86|Won|376|N/A|Unknown|79
543|411|2023-11-06|Luxury Home Theater|120935.5|Won|145|N/A|Unknown|191
544|691|2021-11-18|Home Network Infrastructure|129273.15|Won|800|N/A|Unknown|108
545|132|2022-02-13|Smart Home Integration|109852.27|Won|541|N/A|Unknown|16
546|477|2022-11-13|Integrated Climate Control|96501.12|Won|817|N/A|Unknown|131
547|367|2023-05-31|Automated Shading Solutions|198617.23|Won|824|N/A|Unknown|195
548|532|2023-09-18|Integrated Climate Control|212501.13|Won|789|N/A|Unknown|146
549|627|2024-03-20|Whole-Home Automation|199135.32|Won|978|N/A|Unknown|55
550|795|2023-01-26|Custom Wine Cellar Monitoring|251706.53|Won|105|N/A|Unknown|86
551|730|2024-08-02|Integrated Climate Control|134518.85|Won|449|N/A|Unknown|109
552|86|2025-01-09|Home Network Infrastructure|294353.57|Won|1090|N/A|Unknown|55
553|145|2024-06-14|Biometric Security System|343935.87|Won|1115|N/A|Unknown|82
554|269|2024-02-20|Multi-Room Audio Video|343872.03|Won|665|N/A|Unknown|51
555|356|2024-05-04|Custom Wine Cellar Monitoring|239567.62|Won|396|N/A|Unknown|55
556|235|2024-09-07|Whole Home Battery Backup|166716.75|Won|394|N/A|Unknown|140
557|377|2023-03-08|Luxury Home Theater|357362.64|Won|54|N/A|Unknown|190
558|179|2024-10-13|Automated Shading Solutions|301044.72|Won|64|N/A|Unknown|149
559|490|2022-05-26|Golf Simulator Room|305150.92|Won|88|N/A|Unknown|190
560|524|2021-07-09|Luxury Home Theater|17107.19|Won|1114|N/A|Unknown|129
561|555|2025-01-17|Whole Home Battery Backup|148026.66|Won|950|N/A|Unknown|177
562|298|2021-11-23|Luxury Home Theater|120900.61|Won|1106|N/A|Unknown|86
563|699|2022-05-10|Voice Control Integration|175871.33|Won|304|N/A|Unknown|86
564|210|2023-08-17|Smart Water Management|96844.05|Won|253|N/A|Unknown|56
565|542|2023-03-12|Custom Security System|113524.99|Won|151|N/A|Unknown|195
566|177|2024-12-26|Integrated Climate Control|307175.63|Won|486|N/A|Unknown|147
567|646|2022-10-07|Custom Wine Cellar Monitoring|165838.74|Won|1104|N/A|Unknown|131
568|630|2021-04-23|Outdoor Entertainment System|294699.7|Won|808|N/A|Unknown|131
569|690|2021-12-09|Golf Simulator Room|180545.01|Won|584|N/A|Unknown|109
570|384|2021-05-19|Smart Water Management|182879.57|Won|590|N/A|Unknown|58
571|223|2024-12-04|Voice Control Integration|27865.1|Won|847|N/A|Unknown|77
572|332|2021-05-31|Home Network Infrastructure|262873.17|Won|1048|N/A|Unknown|164
573|584|2024-08-27|Whole-Home Automation|232281.39|Won|265|N/A|Unknown|86
574|695|2023-07-25|Integrated Climate Control|210429.28|Won|903|N/A|Unknown|106
575|442|2024-04-14|Smart Home Integration|128910.59|Won|850|N/A|Unknown|69
576|505|2022-04-10|Voice Control Integration|327043.58|Won|1016|N/A|Unknown|140
577|234|2025-01-25|Biometric Security System|120188.6|Won|241|N/A|Unknown|68
578|721|2024-04-27|Integrated Climate Control|375920.04|Won|314|N/A|Unknown|141
579|33|2022-05-15|Integrated Climate Control|142510.96|Won|536|N/A|Unknown|77
580|735|2022-12-17|Automated Lighting Control|165633.05|Won|155|N/A|Unknown|21
581|678|2025-01-01|Smart Home Integration|245497.73|Won|616|N/A|Unknown|179
582|545|2022-07-01|Integrated Climate Control|29000.95|Won|1011|N/A|Unknown|131
583|601|2022-02-04|Automated Lighting Control|116840.56|Won|710|N/A|Unknown|125
584|723|2023-12-27|Custom Wine Cellar Monitoring|27809.62|Won|1161|N/A|Unknown|141
585|140|2021-08-25|Whole Home Battery Backup|338094.97|Won|679|N/A|Unknown|69
586|36|2023-08-18|Smart Water Management|240694.09|Won|1167|N/A|Unknown|79
587|447|2023-10-22|Outdoor Entertainment System|193231.63|Won|568|N/A|Unknown|52
588|155|2022-02-15|Biometric Security System|31445.35|Won|929|N/A|Unknown|123
589|483|2023-02-16|Multi-Room Audio Video|320447.65|Won|526|N/A|Unknown|69
590|449|2023-05-23|Outdoor Entertainment System|329884.94|Won|1187|N/A|Unknown|110
591|88|2024-10-15|Automated Shading Solutions|305092.13|Won|688|N/A|Unknown|86
592|479|2024-12-22|Golf Simulator Room|149515.29|Won|888|N/A|Unknown|12
593|596|2021-03-05|Smart Water Management|163477.32|Won|1084|N/A|Unknown|140
594|106|2021-05-15|Smart Home Integration|377583.84|Won|514|N/A|Unknown|164
595|340|2024-08-31|Golf Simulator Room|114040.93|Won|747|N/A|Unknown|9
596|725|2021-08-12|Golf Simulator Room|370902.37|Won|350|N/A|Unknown|191
597|548|2023-11-17|Multi-Room Audio Video|177847.4|Won|69|N/A|Unknown|16
598|322|2022-09-07|Golf Simulator Room|362723.35|Won|646|N/A|Unknown|79
599|472|2022-11-28|Luxury Home Theater|100281.3|Won|328|N/A|Unknown|162
600|448|2023-12-29|Voice Control Integration|70874.18|Won|1088|N/A|Unknown|147
601|430|2025-01-04|Voice Control Integration|45290.4|Won|159|N/A|Unknown|20
602|477|2021-04-27|Whole Home Battery Backup|270873.6|Won|947|N/A|Unknown|35
603|473|2021-09-27|Automated Shading Solutions|338630.11|Won|909|N/A|Unknown|141
604|310|2022-10-16|Whole Home Battery Backup|254233.98|Won|542|N/A|Unknown|77
605|116|2024-01-28|Custom Wine Cellar Monitoring|20830.14|Won|425|N/A|Unknown|110
606|475|2022-05-24|Custom Security System|48537.25|Won|704|N/A|Unknown|164
607|27|2023-12-11|Integrated Climate Control|81490.47|Won|211|N/A|Unknown|164
608|15|2022-09-03|Home Network Infrastructure|326818.84|Won|313|N/A|Unknown|21
609|205|2023-03-26|Automated Shading Solutions|114070.83|Won|1006|N/A|Unknown|63
610|54|2022-03-15|Custom Security System|359786.25|Won|674|N/A|Unknown|162
611|749|2021-08-25|Voice Control Integration|269535.97|Won|303|N/A|Unknown|141
612|289|2023-04-22|Home Network Infrastructure|260042.59|Won|1135|N/A|Unknown|69
613|535|2024-01-11|Home Network Infrastructure|168805.58|Won|658|N/A|Unknown|112
614|160|2021-03-30|Automated Shading Solutions|107344.57|Won|1015|N/A|Unknown|130
615|490|2023-04-30|Automated Lighting Control|152683.2|Won|953|N/A|Unknown|106
616|396|2021-05-28|Home Network Infrastructure|214549.97|Won|565|N/A|Unknown|177
617|118|2021-02-22|Smart Water Management|48197.07|Won|448|N/A|Unknown|64
618|163|2024-04-09|Integrated Climate Control|48558.9|Won|718|N/A|Unknown|15
619|84|2022-03-24|Multi-Room Audio Video|70872.72|Won|972|N/A|Unknown|193
620|342|2023-11-07|Smart Home Integration|72120.53|Won|336|N/A|Unknown|9
621|683|2022-05-14|Multi-Room Audio Video|239198.09|Won|681|N/A|Unknown|147
622|71|2021-07-26|Smart Water Management|247947.49|Won|938|N/A|Unknown|190
623|668|2024-09-24|Luxury Home Theater|358557.29|Won|923|N/A|Unknown|61
624|29|2022-12-24|Luxury Home Theater|259719.08|Won|148|N/A|Unknown|188
625|123|2024-09-11|Automated Shading Solutions|155837.26|Won|38|N/A|Unknown|139
626|741|2024-03-21|Custom Security System|205847.38|Won|359|N/A|Unknown|196
627|496|2025-02-16|Luxury Home Theater|28597.13|Won|9|N/A|Unknown|149
628|682|2024-08-02|Golf Simulator Room|341540.66|Won|42|N/A|Unknown|51
629|225|2021-03-28|Home Network Infrastructure|19487.31|Won|569|N/A|Unknown|139
630|469|2024-06-24|Outdoor Entertainment System|53250.39|Won|94|N/A|Unknown|184
631|293|2021-04-05|Automated Shading Solutions|95909.01|Won|786|N/A|Unknown|61
632|507|2023-01-12|Smart Home Integration|139647.09|Won|1068|N/A|Unknown|3
633|202|2025-01-19|Whole Home Battery Backup|219216.75|Won|1172|N/A|Unknown|56
634|589|2024-06-20|Automated Shading Solutions|145500.61|Won|831|N/A|Unknown|133
635|246|2025-02-09|Luxury Home Theater|213205.65|Won|43|N/A|Unknown|9
636|246|2022-12-27|Home Network Infrastructure|158152.84|Won|446|N/A|Unknown|15
637|566|2024-04-29|Whole Home Battery Backup|171495.2|Won|204|N/A|Unknown|21
638|539|2021-11-07|Voice Control Integration|68361.7|Won|1127|N/A|Unknown|195
639|250|2022-02-12|Home Network Infrastructure|334130.54|Won|592|N/A|Unknown|57
640|441|2024-01-05|Automated Lighting Control|360885.9|Won|522|N/A|Unknown|184
641|185|2023-12-13|Whole Home Battery Backup|221802.71|Won|615|N/A|Unknown|130
642|221|2023-02-27|Outdoor Entertainment System|86199.49|Won|271|N/A|Unknown|57
643|410|2024-06-07|Golf Simulator Room|87775.73|Won|874|N/A|Unknown|63
644|5|2024-07-28|Luxury Home Theater|77157.5|Won|437|N/A|Unknown|15
645|217|2024-06-10|Smart Water Management|174315.73|Won|66|N/A|Unknown|109
646|140|2023-05-08|Home Network Infrastructure|78676.0|Won|67|N/A|Unknown|130
647|778|2021-03-07|Smart Home Integration|172969.47|Won|988|N/A|Unknown|133
648|277|2021-10-26|Luxury Home Theater|350156.87|Won|965|N/A|Unknown|141
649|421|2021-08-06|Outdoor Entertainment System|307120.97|Won|763|N/A|Unknown|68
650|96|2021-09-02|Automated Lighting Control|59862.1|Won|783|N/A|Unknown|147
651|209|2022-03-21|Multi-Room Audio Video|160856.98|Won|286|N/A|Unknown|110
652|467|2022-11-12|Home Network Infrastructure|120570.13|Won|997|N/A|Unknown|82
653|532|2024-01-27|Luxury Home Theater|105901.94|Won|339|N/A|Unknown|116
